,Unnamed: 0,competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo,Descrição
4204,914425,202208,3,35,355030,K,6613400,1,212405,101,5,25.0,44.0,6,1,0,1,97,0,0,9,7329.03,10,0,1,202208,0,5,7329.03,Analista de Desenvolvimento de Sistemas
4205,914428,202208,3,35,355030,J,6204000,1,212405,101,5,27.0,40.0,6,1,0,1,97,0,0,0,1937.38,5,0,1,202208,0,5,1937.38,Analista de Desenvolvimento de Sistemas
4206,914429,202208,3,35,355030,J,6201501,-1,212405,101,5,50.0,40.0,2,1,0,1,31,0,0,0,12680.51,9,0,1,202208,0,5,12680.51,Analista de Desenvolvimento de Sistemas
4207,914430,202208,3,35,355030,J,6204000,-1,212405,101,6,29.0,44.0,6,3,0,1,40,0,0,9,10563.52,10,0,1,202208,0,5,10563.52,Analista de Desenvolvimento de Sistemas
4208,914431,202208,3,35,355030,J,6201501,-1,212405,101,5,25.0,44.0,1,1,0,1,31,0,0,0,3648.17,2,0,1,202208,0,5,3648.17,Analista de Desenvolvimento de Sistemas
4209,914434,202208,3,35,355030,M,7020400,-1,212405,101,5,24.0,44.0,1,3,0,1,40,0,0,0,6000.0,10,0,1,202208,0,5,6000.0,Analista de Desenvolvimento de Sistemas
4210,914435,202208,3,35,355030,G,4651601,-1,212405,101,5,20.0,44.0,1,1,0,1,40,0,0,0,2067.2,6,0,1,202208,0,5,2067.2,Analista de Desenvolvimento de Sistemas
4211,914440,202208,3,35,355030,K,6613400,1,212405,101,4,20.0,44.0,2,1,0,1,97,0,0,9,7329.03,10,0,1,202208,0,5,7329.03,Analista de Desenvolvimento de Sistemas
4212,914441,202208,3,35,355030,J,6311900,1,212405,101,5,23.0,44.0,3,1,0,1,97,0,0,9,5126.0,8,0,1,202208,0,5,5126.0,Analista de Desenvolvimento de Sistemas
4213,914445,202208,3,35,355030,J,6202300,1,212405,101,4,40.0,40.0,6,1,0,1,97,0,0,0,11221.0,7,0,1,202208,0,5,11221.0,Analista de Desenvolvimento de Sistemas
4214,914446,202208,3,35,355030,J,6203100,1,212405,101,5,28.0,40.0,3,1,0,1,97,0,0,0,9000.0,6,0,1,202208,0,5,9000.0,Analista de Desenvolvimento de Sistemas
4215,914450,202208,3,35,355030,J,6204000,1,212405,101,5,38.0,44.0,1,1,0,1,97,0,0,9,12085.96,5,0,1,202208,0,5,12085.96,Analista de Desenvolvimento de Sistemas
4216,914451,202208,3,35,355030,K,6622300,-1,212405,101,5,27.0,44.0,2,1,0,1,31,0,0,9,6849.0,7,0,1,202208,0,5,6849.0,Analista de Desenvolvimento de Sistemas
4217,914457,202208,3,35,355030,M,7020400,1,212405,101,5,39.0,40.0,1,1,0,1,97,0,0,0,7427.83,5,0,1,202208,0,5,7427.83,Analista de Desenvolvimento de Sistemas
4218,914459,202208,3,35,355030,J,6204000,-1,212405,101,5,33.0,44.0,3,3,0,1,40,0,0,0,1835.24,5,0,1,202208,0,5,1835.24,Analista de Desenvolvimento de Sistemas
4219,914460,202208,3,35,355030,M,7490104,1,212405,101,5,37.0,40.0,1,1,0,1,97,0,0,0,11120.0,5,0,1,202208,0,5,11120.0,Analista de Desenvolvimento de Sistemas
4220,914463,202208,3,35,355030,K,6613400,1,212405,101,4,23.0,44.0,6,1,0,1,97,0,0,9,9161.29,10,0,1,202208,0,5,9161.29,Analista de Desenvolvimento de Sistemas
4222,914466,202208,3,35,355030,J,6311900,-1,212405,101,4,26.0,40.0,2,1,0,1,31,0,0,0,2373.0,8,0,1,202208,0,5,2373.0,Analista de Desenvolvimento de Sistemas
4223,914467,202208,3,35,355030,N,8299799,1,212405,101,5,36.0,40.0,6,1,0,1,97,0,0,0,5000.0,6,0,1,202208,0,5,5000.0,Analista de Desenvolvimento de Sistemas
4224,914471,202208,3,35,355030,K,6613400,1,212405,101,5,27.0,40.0,1,1,0,1,97,0,0,0,14000.0,10,0,1,202208,0,5,14000.0,Analista de Desenvolvimento de Sistemas
4225,914472,202208,3,35,355030,K,6611803,1,212405,101,5,34.0,40.0,1,1,0,1,97,0,0,0,4687.0,10,0,1,202208,0,5,4687.0,Analista de Desenvolvimento de Sistemas
4226,914474,202208,3,35,355030,J,6190699,-1,212405,101,5,27.0,40.0,3,1,0,1,40,0,0,0,2800.0,7,0,1,202208,0,5,2800.0,Analista de Desenvolvimento de Sistemas
4227,914477,202208,3,35,355030,M,7020400,1,212405,101,5,39.0,40.0,1,1,0,1,97,0,0,0,6500.0,10,0,1,202208,0,5,6500.0,Analista de Desenvolvimento de Sistemas
4228,914483,202208,3,35,355030,J,6201501,1,212405,101,3,19.0,40.0,3,1,0,1,97,0,0,0,3300.0,8,0,1,202208,0,5,3300.0,Analista de Desenvolvimento de Sistemas
4229,914485,202208,3,35,355030,J,6209100,1,212405,101,5,23.0,44.0,1,1,0,1,97,0,0,0,5545.35,10,0,1,202208,0,5,5545.35,Analista de Desenvolvimento de Sistemas
4230,914486,202208,3,35,355030,J,6202300,-1,212405,101,3,28.0,40.0,6,3,0,1,31,0,0,0,9000.0,8,0,1,202208,0,5,9000.0,Analista de Desenvolvimento de Sistemas
4231,914488,202208,3,35,355030,M,7490104,1,212405,101,5,28.0,40.0,1,3,0,1,97,0,0,0,4100.0,10,0,1,202208,0,5,4100.0,Analista de Desenvolvimento de Sistemas
4232,914490,202208,3,35,355030,J,6204000,-1,212405,101,5,31.0,44.0,1,1,0,1,40,0,0,9,10790.59,5,0,1,202208,0,5,10790.59,Analista de Desenvolvimento de Sistemas
4233,914491,202208,3,35,355030,J,6209100,-1,212405,101,5,42.0,40.0,2,1,0,1,31,0,0,0,11085.8,9,0,1,202208,0,5,11085.8,Analista de Desenvolvimento de Sistemas
4234,914492,202208,3,35,355030,M,7490104,-1,212405,101,3,27.0,44.0,2,1,0,1,40,0,0,0,5660.0,6,0,1,202208,0,5,5660.0,Analista de Desenvolvimento de Sistemas
4235,914494,202208,3,35,355030,M,6920601,1,212405,101,5,26.0,40.0,1,3,0,1,97,0,0,0,7000.0,9,0,1,202208,0,5,7000.0,Analista de Desenvolvimento de Sistemas
4236,914497,202208,3,35,355030,H,4930202,1,212405,101,5,53.0,44.0,1,1,0,1,97,0,0,0,1944.0,1,0,1,202208,0,5,1944.0,Analista de Desenvolvimento de Sistemas
4237,914499,202208,3,35,355030,J,6201501,1,212405,101,5,65.0,40.0,1,1,0,1,97,0,0,0,8000.0,10,0,1,202208,0,5,8000.0,Analista de Desenvolvimento de Sistemas
4238,914505,202208,3,35,355030,J,6319400,1,212405,101,5,26.0,44.0,6,3,0,1,97,0,0,0,4000.0,3,0,1,202208,0,5,4000.0,Analista de Desenvolvimento de Sistemas
4239,914506,202208,3,35,355030,J,6203100,1,212405,101,5,33.0,40.0,1,1,0,1,97,0,0,0,14000.0,10,0,1,202208,0,5,14000.0,Analista de Desenvolvimento de Sistemas
4240,914507,202208,3,35,355030,K,6613400,-1,212405,101,6,32.0,44.0,6,1,0,1,31,0,0,9,17741.94,10,0,1,202208,0,5,17741.94,Analista de Desenvolvimento de Sistemas
4241,914511,202208,3,35,355030,G,4645103,-1,212405,101,5,34.0,44.0,6,1,0,1,40,0,0,0,18000.0,8,0,1,202208,0,5,18000.0,Analista de Desenvolvimento de Sistemas
4242,914516,202208,3,35,355030,N,7740300,1,212405,101,8,35.0,42.5,1,1,0,1,97,0,0,0,11000.0,9,0,1,202208,0,5,11000.0,Analista de Desenvolvimento de Sistemas
4243,914522,202208,3,35,355030,M,7020400,1,212405,101,5,27.0,40.0,1,1,0,1,97,0,0,0,8000.0,10,0,1,202208,0,5,8000.0,Analista de Desenvolvimento de Sistemas
4244,914533,202208,3,35,355030,J,5911199,1,212405,101,5,32.0,44.0,1,3,0,1,97,0,0,0,3360.0,3,0,1,202208,0,5,3360.0,Analista de Desenvolvimento de Sistemas
4245,914534,202208,3,35,355030,J,6209100,-1,212405,101,5,28.0,40.0,1,1,0,1,31,0,0,0,2034.0,4,0,1,202208,0,5,2034.0,Analista de Desenvolvimento de Sistemas
4246,914536,202208,3,35,355030,J,6110801,1,212405,101,3,40.0,40.0,3,1,0,1,97,0,0,0,19000.0,10,0,1,202208,0,5,19000.0,Analista de Desenvolvimento de Sistemas
4247,914537,202208,3,35,355030,N,8211300,1,212405,101,8,44.0,40.0,3,1,0,1,97,0,0,0,9354.84,10,0,1,202208,0,5,9354.84,Analista de Desenvolvimento de Sistemas
4248,914539,202208,3,35,355030,J,6319400,1,212405,101,5,24.0,40.0,1,1,0,1,97,0,0,0,6400.0,9,0,1,202208,0,5,6400.0,Analista de Desenvolvimento de Sistemas
4249,914541,202208,3,35,355030,J,6202300,-1,212405,101,5,26.0,40.0,1,1,0,1,40,0,0,0,6609.6,8,0,1,202208,0,5,6609.6,Analista de Desenvolvimento de Sistemas
4250,914542,202208,3,35,355030,Q,8690999,1,212405,101,5,39.0,40.0,1,1,0,1,97,0,0,0,6581.0,9,0,1,202208,0,5,6581.0,Analista de Desenvolvimento de Sistemas
4251,914543,202208,3,35,355030,J,6201501,1,212405,101,5,35.0,40.0,1,1,0,1,97,0,0,0,9500.0,10,0,1,202208,0,5,9500.0,Analista de Desenvolvimento de Sistemas
4252,914545,202208,3,35,355030,J,6204000,1,212405,101,5,27.0,40.0,6,1,0,1,97,0,0,0,3000.0,5,0,1,202208,0,5,3000.0,Analista de Desenvolvimento de Sistemas
4253,914549,202208,3,35,355030,N,8299799,1,212405,101,5,30.0,40.0,6,1,0,1,97,0,0,0,8000.0,6,0,1,202208,0,5,8000.0,Analista de Desenvolvimento de Sistemas
4254,914550,202208,3,35,355030,N,7810800,1,212405,101,5,30.0,44.0,1,1,0,1,97,0,0,0,7500.0,6,0,1,202208,0,5,7500.0,Analista de Desenvolvimento de Sistemas
4255,914551,202208,3,35,355030,N,7739099,-1,212405,101,5,31.0,40.0,1,3,0,1,40,0,0,0,7000.0,4,0,1,202208,0,5,7000.0,Analista de Desenvolvimento de Sistemas
4256,914555,202208,3,35,355030,M,7490104,1,212405,101,5,36.0,40.0,1,1,0,1,97,0,0,0,15000.0,7,0,1,202208,0,5,15000.0,Analista de Desenvolvimento de Sistemas
4257,914560,202208,3,35,355030,J,6204000,-1,212405,101,5,25.0,40.0,1,1,0,1,40,0,0,0,3993.04,10,0,1,202208,0,5,3993.04,Analista de Desenvolvimento de Sistemas
4258,914563,202208,3,35,355030,M,7490104,1,212405,101,5,27.0,44.0,6,1,0,1,97,0,0,0,11000.0,5,0,1,202208,0,5,11000.0,Analista de Desenvolvimento de Sistemas
4259,914564,202208,3,35,355030,K,6462000,1,212405,101,4,25.0,44.0,4,1,0,1,97,0,0,9,10000.0,8,0,1,202208,0,5,10000.0,Analista de Desenvolvimento de Sistemas
4260,914565,202208,3,35,355030,J,6201501,-1,212405,101,3,23.0,40.0,3,3,0,1,31,0,0,0,2033.58,7,0,1,202208,0,5,2033.58,Analista de Desenvolvimento de Sistemas
4261,914566,202208,3,35,355030,N,8299799,1,212405,101,5,30.0,40.0,6,1,0,1,97,0,0,0,5300.0,6,0,1,202208,0,5,5300.0,Analista de Desenvolvimento de Sistemas
4262,914569,202208,3,35,355030,K,6613400,1,212405,101,5,26.0,44.0,6,1,0,1,97,0,0,9,11070.97,10,0,1,202208,0,5,11070.97,Analista de Desenvolvimento de Sistemas
4263,914570,202208,3,35,355030,J,6209100,1,212405,101,5,24.0,40.0,1,1,0,1,97,0,0,0,7000.0,9,0,1,202208,0,5,7000.0,Analista de Desenvolvimento de Sistemas
4264,914575,202208,3,35,355030,J,6202300,1,212405,101,5,25.0,40.0,3,1,0,1,97,0,0,0,9000.0,9,0,1,202208,0,5,9000.0,Analista de Desenvolvimento de Sistemas
4265,914579,202208,3,35,355030,J,6204000,1,212405,101,5,37.0,40.0,1,1,0,1,97,0,0,0,3856.0,8,0,1,202208,0,5,3856.0,Analista de Desenvolvimento de Sistemas
4266,914581,202208,3,35,355030,K,6612601,1,212405,101,5,49.0,40.0,1,1,0,1,97,0,0,0,10000.0,6,0,1,202208,0,5,10000.0,Analista de Desenvolvimento de Sistemas
4267,914584,202208,3,35,355030,K,6512000,-1,212405,101,5,29.0,40.0,1,1,0,1,40,0,0,0,10000.0,10,0,1,202208,0,5,10000.0,Analista de Desenvolvimento de Sistemas
4268,914585,202208,3,35,355030,J,6201501,-1,212405,101,3,24.0,40.0,1,3,0,1,90,0,0,0,2500.0,3,0,1,202208,0,5,2500.0,Analista de Desenvolvimento de Sistemas
4269,914586,202208,3,35,355030,M,6920602,1,212405,101,5,33.0,40.0,3,3,0,1,97,0,0,0,9500.0,10,0,1,202208,0,5,9500.0,Analista de Desenvolvimento de Sistemas
4270,914592,202208,3,35,355030,N,7820500,-1,212405,101,3,22.0,40.0,1,1,0,1,40,0,0,0,10000.0,10,0,1,202208,0,5,10000.0,Analista de Desenvolvimento de Sistemas
4271,914593,202208,3,35,355030,J,6204000,1,212405,101,5,32.0,40.0,3,1,0,1,97,0,0,0,6904.19,6,0,1,202208,0,5,6904.19,Analista de Desenvolvimento de Sistemas
4272,914596,202208,3,35,355030,K,6422100,-1,212405,101,5,30.0,44.0,3,3,0,1,40,0,0,0,12826.73,10,0,1,202208,0,5,12826.73,Analista de Desenvolvimento de Sistemas
4273,914598,202208,3,35,355030,J,6209100,1,212405,101,5,29.0,44.0,3,1,0,1,97,0,0,0,5545.35,10,0,1,202208,0,5,5545.35,Analista de Desenvolvimento de Sistemas
4274,914599,202208,3,35,355030,K,6619302,-1,212405,101,5,36.0,40.0,1,1,0,1,40,0,0,0,13000.0,7,0,1,202208,0,5,13000.0,Analista de Desenvolvimento de Sistemas
4275,914601,202208,3,35,355030,J,6209100,1,212405,101,3,19.0,44.0,3,1,0,1,97,0,0,0,5545.35,10,0,1,202208,0,5,5545.35,Analista de Desenvolvimento de Sistemas
4276,914603,202208,3,35,355030,M,7490104,-1,212405,101,4,27.0,40.0,3,3,0,1,40,0,0,0,5868.0,10,0,1,202208,0,5,5868.0,Analista de Desenvolvimento de Sistemas
4277,914606,202208,3,35,355030,K,6422100,1,212405,101,5,33.0,44.0,3,1,0,1,97,0,0,0,12826.73,10,0,1,202208,0,5,12826.73,Analista de Desenvolvimento de Sistemas
4278,914607,202208,3,35,355030,J,6202300,1,212405,101,5,30.0,40.0,2,1,0,1,97,0,0,0,2629.86,8,0,1,202208,0,5,2629.86,Analista de Desenvolvimento de Sistemas
4279,914610,202208,3,35,355030,J,6202300,1,212405,101,4,20.0,44.0,1,1,0,1,97,0,0,0,3624.47,5,0,1,202208,0,5,3624.47,Analista de Desenvolvimento de Sistemas
4280,914612,202208,3,35,355030,M,7311400,-1,212405,101,8,25.0,40.0,2,3,0,1,40,0,0,0,5465.5,8,0,1,202208,0,5,5465.5,Analista de Desenvolvimento de Sistemas
4281,914614,202208,3,35,355030,N,8211300,1,212405,101,5,25.0,40.0,3,1,0,1,97,0,0,0,6262.58,10,0,1,202208,0,5,6262.58,Analista de Desenvolvimento de Sistemas
4282,914615,202208,3,35,355030,M,7020400,-1,212405,101,8,36.0,44.0,2,3,0,1,40,0,0,0,6913.86,10,0,1,202208,0,5,6913.86,Analista de Desenvolvimento de Sistemas
4283,914619,202208,3,35,355030,J,6203100,1,212405,101,5,30.0,40.0,3,1,0,1,97,0,0,0,11199.0,7,0,1,202208,0,5,11199.0,Analista de Desenvolvimento de Sistemas
4284,914620,202208,3,35,355030,M,7490104,1,212405,101,4,27.0,44.0,1,1,0,1,97,0,0,9,12173.87,10,0,1,202208,0,5,12173.87,Analista de Desenvolvimento de Sistemas
4285,914621,202208,3,35,355030,M,7312200,-1,212405,101,5,26.0,40.0,1,1,0,1,40,0,0,0,5155.0,6,0,1,202208,0,5,5155.0,Analista de Desenvolvimento de Sistemas
4286,914622,202208,3,35,355030,G,4651601,1,212405,101,5,33.0,44.0,1,1,0,1,97,0,0,9,7000.0,7,0,1,202208,0,5,7000.0,Analista de Desenvolvimento de Sistemas
4287,914623,202208,3,35,355030,J,6204000,-1,212405,101,4,23.0,40.0,2,1,0,1,40,0,0,0,12000.0,7,0,1,202208,0,5,12000.0,Analista de Desenvolvimento de Sistemas
4288,914630,202208,3,35,355030,M,7020400,-1,212405,101,5,37.0,40.0,1,3,0,1,40,0,0,0,4984.0,9,0,1,202208,0,5,4984.0,Analista de Desenvolvimento de Sistemas
4289,914632,202208,3,35,355030,N,8211300,1,212405,101,4,52.0,44.0,1,1,0,1,97,0,0,0,9800.0,10,0,1,202208,0,5,9800.0,Analista de Desenvolvimento de Sistemas
4290,914633,202208,3,35,355030,G,4618499,1,212405,101,5,27.0,40.0,1,1,0,1,97,0,0,0,10500.0,5,0,1,202208,0,5,10500.0,Analista de Desenvolvimento de Sistemas
4291,914634,202208,3,35,355030,J,6202300,-1,212405,101,5,35.0,40.0,6,1,0,1,31,0,0,0,5084.48,7,0,1,202208,0,5,5084.48,Analista de Desenvolvimento de Sistemas
4292,914640,202208,3,35,355030,G,4651601,1,212405,101,3,25.0,44.0,1,3,0,1,97,0,0,0,1661.0,6,0,1,202208,0,5,1661.0,Analista de Desenvolvimento de Sistemas
4293,914641,202208,3,35,355030,K,6541300,1,212405,101,5,19.0,40.0,3,1,0,1,97,0,0,0,3239.0,8,0,1,202208,0,5,3239.0,Analista de Desenvolvimento de Sistemas
4294,914643,202208,3,35,355030,J,6204000,1,212405,101,5,24.0,40.0,1,3,0,1,97,0,0,0,5000.0,10,0,1,202208,0,5,5000.0,Analista de Desenvolvimento de Sistemas
4295,914645,202208,3,35,355030,K,6613400,1,212405,101,5,38.0,44.0,6,1,0,1,97,0,0,9,15483.87,10,0,1,202208,0,5,15483.87,Analista de Desenvolvimento de Sistemas
4296,914646,202208,3,35,355030,J,6202300,-1,212405,101,8,44.0,40.0,4,1,0,1,40,0,0,0,8135.95,8,0,1,202208,0,5,8135.95,Analista de Desenvolvimento de Sistemas
4297,914647,202208,3,35,355030,J,6209100,1,212405,101,5,34.0,40.0,1,3,0,1,97,0,0,0,12778.34,10,0,1,202208,0,5,12778.34,Analista de Desenvolvimento de Sistemas
4298,914651,202208,3,35,355030,J,6204000,1,212405,101,3,29.0,40.0,3,3,0,1,97,0,0,0,2054.0,8,0,1,202208,0,5,2054.0,Analista de Desenvolvimento de Sistemas
4299,914653,202208,3,35,355030,N,8211300,-1,212405,101,3,30.0,44.0,1,1,0,1,40,0,0,0,8387.1,10,0,1,202208,0,5,8387.1,Analista de Desenvolvimento de Sistemas
4300,914654,202208,3,35,355030,K,6630400,-1,212405,101,8,34.0,44.0,2,1,0,1,40,0,0,9,20000.0,7,0,1,202208,0,5,20000.0,Analista de Desenvolvimento de Sistemas
4301,914661,202208,3,35,355030,D,3513100,1,212405,101,4,45.0,44.0,1,1,0,1,97,0,0,9,13500.0,7,0,1,202208,0,5,13500.0,Analista de Desenvolvimento de Sistemas
4302,914663,202208,3,35,355030,J,6209100,1,212405,101,4,20.0,44.0,4,1,0,1,97,0,0,0,5545.35,10,0,1,202208,0,5,5545.35,Analista de Desenvolvimento de Sistemas
4303,914665,202208,3,35,355030,J,6209100,-1,212405,101,5,35.0,44.0,3,1,0,1,40,0,0,0,6500.0,3,0,1,202208,0,5,6500.0,Analista de Desenvolvimento de Sistemas
4304,914668,202208,3,35,355030,M,7020400,1,212405,101,5,26.0,44.0,1,1,0,1,97,0,0,0,7000.0,2,0,1,202208,0,5,7000.0,Analista de Desenvolvimento de Sistemas
4305,914669,202208,3,35,355030,J,6202300,1,212405,101,4,22.0,40.0,6,1,0,1,97,0,0,0,5000.0,7,0,1,202208,0,5,5000.0,Analista de Desenvolvimento de Sistemas
4306,914670,202208,3,35,355030,J,6202300,-1,212405,101,5,39.0,40.0,3,1,0,1,43,0,0,0,4500.0,7,0,1,202208,0,5,4500.0,Analista de Desenvolvimento de Sistemas
4307,914673,202208,3,35,355030,K,6462000,1,212405,101,6,33.0,44.0,3,1,0,1,97,0,0,0,10400.0,8,0,1,202208,0,5,10400.0,Analista de Desenvolvimento de Sistemas
4308,914677,202208,3,35,355030,G,4652400,1,212405,101,5,32.0,44.0,1,1,0,1,97,0,0,9,9442.08,5,0,1,202208,0,5,9442.08,Analista de Desenvolvimento de Sistemas
4309,914685,202208,3,35,355030,J,6201501,-1,212405,101,4,34.0,40.0,2,1,0,1,31,0,0,0,16462.32,8,0,1,202208,0,5,16462.32,Analista de Desenvolvimento de Sistemas
4310,914691,202208,3,35,355030,J,6201501,1,212405,101,8,43.0,40.0,1,1,0,1,97,0,0,0,12873.45,6,0,1,202208,0,5,12873.45,Analista de Desenvolvimento de Sistemas
4311,914701,202208,3,35,355030,J,6204000,1,212405,101,5,42.0,40.0,1,1,0,1,97,0,0,0,4328.93,6,0,1,202208,0,5,4328.93,Analista de Desenvolvimento de Sistemas
4312,914702,202208,3,35,355030,K,6512000,1,212405,101,5,32.0,40.0,1,1,0,1,97,0,0,0,15000.0,10,0,1,202208,0,5,15000.0,Analista de Desenvolvimento de Sistemas
4313,914706,202208,3,35,355030,P,8513900,1,212405,101,4,19.0,44.0,6,3,0,1,97,0,0,0,2600.0,5,0,1,202208,0,5,2600.0,Analista de Desenvolvimento de Sistemas
4314,914710,202208,3,35,355030,N,8211300,1,212405,101,5,31.0,40.0,1,3,0,1,97,0,0,0,7380.0,7,0,1,202208,0,5,7380.0,Analista de Desenvolvimento de Sistemas
4315,914712,202208,3,35,355030,J,6204000,1,212405,101,5,30.0,44.0,1,1,0,1,97,0,0,9,7000.0,10,0,1,202208,0,5,7000.0,Analista de Desenvolvimento de Sistemas
4316,914718,202208,3,35,355030,J,6204000,1,212405,101,5,26.0,40.0,1,1,0,1,97,0,0,0,2500.0,7,0,1,202208,0,5,2500.0,Analista de Desenvolvimento de Sistemas
4317,914721,202208,3,35,355030,N,8211300,-1,212405,101,5,38.0,44.0,1,3,0,1,31,0,0,1,7275.43,10,0,1,202208,0,5,7275.43,Analista de Desenvolvimento de Sistemas
4318,914731,202208,3,35,355030,J,6209100,-1,212405,101,5,34.0,40.0,1,3,0,1,40,0,0,0,2035.0,6,0,1,202208,0,5,2035.0,Analista de Desenvolvimento de Sistemas
4319,914732,202208,3,35,355030,J,6203100,-1,212405,101,2,36.0,40.0,1,1,0,1,40,0,0,0,8600.0,10,0,1,202208,0,5,8600.0,Analista de Desenvolvimento de Sistemas
4320,914737,202208,3,35,355030,J,6201501,-1,212405,101,3,18.0,40.0,3,1,0,1,40,0,0,0,4000.0,7,0,1,202208,0,5,4000.0,Analista de Desenvolvimento de Sistemas
4321,914738,202208,3,35,355030,J,6209100,-1,212405,101,5,35.0,40.0,1,1,0,1,31,0,0,0,10000.0,7,0,1,202208,0,5,10000.0,Analista de Desenvolvimento de Sistemas
4322,914740,202208,3,35,355030,J,6204000,1,212405,101,5,28.0,40.0,6,1,0,1,97,0,0,0,3000.0,5,0,1,202208,0,5,3000.0,Analista de Desenvolvimento de Sistemas
4323,914743,202208,3,35,355030,M,7020400,-1,212405,101,5,23.0,44.0,1,1,0,1,40,0,0,9,4500.0,7,0,1,202208,0,5,4500.0,Analista de Desenvolvimento de Sistemas
4324,914745,202208,3,35,355030,M,7020400,1,212405,101,5,32.0,40.0,1,3,0,1,97,0,0,0,4880.0,8,0,1,202208,0,5,4880.0,Analista de Desenvolvimento de Sistemas
4325,914750,202208,3,35,355030,J,6319400,-1,212405,101,5,38.0,40.0,1,1,0,1,31,0,0,0,11970.0,8,0,1,202208,0,5,11970.0,Analista de Desenvolvimento de Sistemas
4326,914754,202208,3,35,355030,J,6201501,1,212405,101,8,43.0,40.0,1,1,0,1,97,0,0,0,12689.0,9,0,1,202208,0,5,12689.0,Analista de Desenvolvimento de Sistemas
4327,914756,202208,3,35,355030,J,6311900,-1,212405,101,5,26.0,44.0,6,1,0,1,40,0,0,0,6293.25,9,0,1,202208,0,5,6293.25,Analista de Desenvolvimento de Sistemas
4328,914764,202208,3,35,355030,K,6613400,1,212405,101,4,30.0,44.0,3,1,0,1,97,0,0,9,9161.29,10,0,1,202208,0,5,9161.29,Analista de Desenvolvimento de Sistemas
4329,914768,202208,3,35,355030,N,8211300,1,212405,101,3,20.0,44.0,3,1,0,1,97,0,0,0,2000.0,1,0,1,202208,0,5,2000.0,Analista de Desenvolvimento de Sistemas
4330,914773,202208,3,35,355030,M,6920602,1,212405,101,5,23.0,40.0,1,3,0,1,97,0,0,0,5500.0,10,0,1,202208,0,5,5500.0,Analista de Desenvolvimento de Sistemas
4331,914774,202208,3,35,355030,J,6201502,-1,212405,101,5,39.0,40.0,1,1,0,1,40,0,0,0,3000.0,6,0,1,202208,0,5,3000.0,Analista de Desenvolvimento de Sistemas
4332,914775,202208,3,35,355030,J,6311900,1,212405,101,4,25.0,40.0,1,3,0,1,97,0,0,0,5131.0,8,0,1,202208,0,5,5131.0,Analista de Desenvolvimento de Sistemas
4333,914776,202208,3,35,355030,J,6201501,-1,212405,101,5,27.0,40.0,1,3,0,1,31,0,0,0,4376.88,6,0,1,202208,0,5,4376.88,Analista de Desenvolvimento de Sistemas
4334,914778,202208,3,35,355030,J,6201501,1,212405,101,4,22.0,40.0,3,1,0,1,97,0,0,0,7500.0,10,0,1,202208,0,5,7500.0,Analista de Desenvolvimento de Sistemas
4335,914779,202208,3,35,355030,J,6203100,-1,212405,101,5,27.0,44.0,3,1,0,1,31,0,0,0,10083.16,8,0,1,202208,0,5,10083.16,Analista de Desenvolvimento de Sistemas
4336,914783,202208,3,35,355030,C,3101200,-1,212405,101,4,22.0,44.0,1,1,0,1,40,0,0,0,5469.75,10,0,1,202208,0,5,5469.75,Analista de Desenvolvimento de Sistemas
4337,914785,202208,3,35,355030,N,8211300,-1,212405,101,5,22.0,44.0,1,1,0,1,31,0,0,0,1580.74,3,0,1,202208,0,5,1580.74,Analista de Desenvolvimento de Sistemas
4338,914786,202208,3,35,355030,J,6209100,1,212405,101,5,20.0,40.0,1,1,0,1,97,0,0,0,8000.0,7,0,1,202208,0,5,8000.0,Analista de Desenvolvimento de Sistemas
4339,914791,202208,3,35,355030,J,6201501,1,212405,101,5,36.0,40.0,1,1,0,1,97,3,0,0,14000.0,10,0,1,202208,0,5,14000.0,Analista de Desenvolvimento de Sistemas
4340,914793,202208,3,35,355030,J,6209100,1,212405,101,8,26.0,40.0,1,1,0,1,97,0,0,0,12250.0,5,0,1,202208,0,5,12250.0,Analista de Desenvolvimento de Sistemas
4341,914794,202208,3,35,355030,K,6422100,-1,212405,101,5,32.0,36.0,1,1,0,1,40,0,0,0,12279.49,10,0,1,202208,0,5,12279.49,Analista de Desenvolvimento de Sistemas
4342,914796,202208,3,35,355030,J,6204000,-1,212405,101,5,36.0,40.0,1,1,0,1,31,0,0,0,11792.1,9,0,1,202208,0,5,11792.1,Analista de Desenvolvimento de Sistemas
4343,914800,202208,3,35,355030,K,6550200,-1,212405,101,5,43.0,40.0,3,3,0,1,40,0,0,0,5820.47,8,0,1,202208,0,5,5820.47,Analista de Desenvolvimento de Sistemas
4344,914801,202208,3,35,355030,J,6201501,-1,212405,101,5,37.0,44.0,1,1,0,1,40,0,0,9,11000.0,5,0,1,202208,0,5,11000.0,Analista de Desenvolvimento de Sistemas
4345,914803,202208,3,35,355030,J,6201501,1,212405,101,5,42.0,44.0,1,1,0,1,97,0,0,9,16500.0,6,0,1,202208,0,5,16500.0,Analista de Desenvolvimento de Sistemas
