,salario,secao,subclasse,saldomov,cbo2002,categoria,grau,idade,horascontratuais,racacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentacao,tipodedeficiencia,indtrabintermitente,indtrabparcial,tamestabjan,indicadoraprendiz,origemdainformacao,indicadordeforadoprazo,unidadesalariocodigo,valorsalariofixo,nome_ocu
2351401,"5000,00",J,6201501,1,212415,101,9,35.0,"40,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"5000,00",Analista de Sistemas de Automacao
2351413,"8600,00",J,6204000,1,212415,101,9,34.0,"40,00",4,1,0,1,97,0,0,0,10,0,1,0,5,"8600,00",Analista de Sistemas de Automacao
2351418,"5153,59",J,6201501,-1,212415,101,8,40.0,"40,00",3,1,0,1,40,0,0,0,7,0,1,0,5,"5153,59",Analista de Sistemas de Automacao
2351427,"3000,00",G,4642701,1,212415,101,7,23.0,"44,00",6,3,0,1,97,0,0,0,3,0,1,0,5,"3000,00",Analista de Sistemas de Automacao
2351448,"7500,00",J,6201501,1,212415,101,9,31.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"7500,00",Analista de Sistemas de Automacao
2351452,"4850,00",M,7020400,1,212415,101,9,22.0,"44,00",1,3,0,1,97,0,0,0,2,0,1,0,5,"4850,00",Analista de Sistemas de Automacao
2351461,"9000,00",M,7490104,-1,212415,101,8,36.0,"44,00",1,1,0,1,40,0,0,0,9,0,1,0,5,"9000,00",Analista de Sistemas de Automacao
2351465,"2750,00",S,9511800,1,212415,101,9,40.0,"44,00",1,3,0,1,97,0,0,0,2,0,1,0,5,"2750,00",Analista de Sistemas de Automacao
2351476,"5000,00",J,6201501,-1,212415,101,8,33.0,"40,00",3,3,0,1,40,0,0,0,7,0,1,0,5,"5000,00",Analista de Sistemas de Automacao
2351478,"6500,00",J,6201501,-1,212415,101,9,23.0,"40,00",1,1,0,1,40,0,0,0,5,0,1,0,5,"6500,00",Analista de Sistemas de Automacao
2351486,"3830,00",J,6201501,1,212415,101,9,25.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"3830,00",Analista de Sistemas de Automacao
2351489,"2233,16",J,6201501,-1,212415,101,9,22.0,"40,00",3,1,0,1,31,0,0,0,7,0,1,0,5,"2233,16",Analista de Sistemas de Automacao
2351504,"7052,50",M,7020400,-1,212415,101,9,35.0,"40,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"7052,50",Analista de Sistemas de Automacao
2351505,"2154,14",J,6201501,-1,212415,101,9,28.0,"40,00",1,1,0,1,31,0,0,0,8,0,1,0,5,"2154,14",Analista de Sistemas de Automacao
2351507,"5000,00",N,8211300,-1,212415,101,9,40.0,"44,00",6,1,0,1,43,0,0,0,6,0,1,0,5,"5000,00",Analista de Sistemas de Automacao
2351511,"6000,00",M,7112000,-1,212415,101,9,30.0,"44,00",6,1,0,1,40,0,0,0,5,0,1,0,5,"6000,00",Analista de Sistemas de Automacao
2351516,"4086,06",J,6202300,-1,212415,101,9,22.0,"22,00",6,1,0,1,40,0,0,0,3,0,1,0,5,"4086,06",Analista de Sistemas de Automacao
2351517,"8000,00",J,6209100,-1,212415,101,80,65.0,"40,00",1,1,0,1,40,0,0,0,9,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351519,"22239,41",N,8291100,-1,212415,101,9,38.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"22239,41",Analista de Sistemas de Automacao
2351537,"4681,24",J,6201501,1,212415,101,9,22.0,"40,00",3,1,0,1,97,0,0,0,7,0,1,0,5,"4681,24",Analista de Sistemas de Automacao
2351538,"3559,15",J,6202300,-1,212415,101,9,31.0,"40,00",6,1,0,1,40,0,0,0,7,0,1,0,5,"3559,15",Analista de Sistemas de Automacao
2351541,"8000,00",N,8211300,1,212415,101,80,32.0,"42,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351544,"1675,00",J,6201501,-1,212415,101,9,24.0,"44,00",1,3,0,1,31,0,0,0,5,0,1,0,5,"1675,00",Analista de Sistemas de Automacao
2351547,"1800,00",P,8599604,1,212415,101,8,25.0,"40,00",6,1,0,1,97,0,0,0,1,0,1,0,5,"1800,00",Analista de Sistemas de Automacao
2351548,"3500,00",J,6201501,-1,212415,101,9,31.0,"40,00",3,1,0,1,31,0,0,0,7,0,1,0,5,"3500,00",Analista de Sistemas de Automacao
2351551,"5300,00",J,6201501,-1,212415,101,9,34.0,"42,00",6,1,0,1,40,0,0,0,9,0,1,0,5,"5300,00",Analista de Sistemas de Automacao
2351554,"6814,00",C,2121101,1,212415,101,9,45.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"6814,00",Analista de Sistemas de Automacao
2351556,"3200,00",J,6201501,1,212415,101,8,23.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"3200,00",Analista de Sistemas de Automacao
2351558,"6000,00",J,6203100,1,212415,101,9,26.0,"40,00",3,1,0,1,97,0,0,0,4,0,1,0,5,"6000,00",Analista de Sistemas de Automacao
2351560,"2563,50",J,6201501,-1,212415,101,9,39.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"2563,50",Analista de Sistemas de Automacao
2351563,"3173,00",J,6203100,1,212415,101,7,34.0,"40,00",3,1,0,1,97,0,0,0,4,0,1,0,5,"3173,00",Analista de Sistemas de Automacao
2351573,"1470,00",H,4930202,-1,212415,101,8,22.0,"44,00",2,1,0,1,40,0,0,0,8,0,1,0,5,"1470,00",Analista de Sistemas de Automacao
2351578,"6000,00",M,7020400,-1,212415,101,9,46.0,"40,00",1,3,0,1,31,0,0,0,10,0,1,0,5,"6000,00",Analista de Sistemas de Automacao
2351584,"7000,00",J,6209100,1,212415,101,9,39.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"7000,00",Analista de Sistemas de Automacao
2351585,"6700,00",J,6201501,1,212415,101,8,21.0,"40,00",3,1,0,1,97,0,0,0,9,0,1,0,5,"6700,00",Analista de Sistemas de Automacao
2351588,"2500,00",G,4757100,1,212415,101,8,21.0,"44,00",6,1,0,1,97,0,0,0,5,0,1,0,5,"2500,00",Analista de Sistemas de Automacao
2351612,"8379,88",J,6201501,-1,212415,101,9,39.0,"40,00",3,1,0,1,31,0,0,0,7,0,1,0,5,"8379,88",Analista de Sistemas de Automacao
2351613,"14000,00",J,6209100,1,212415,101,10,36.0,"40,00",2,1,0,1,97,0,0,0,10,0,1,0,5,"14000,00",Analista de Sistemas de Automacao
2351618,"1795,05",J,6311900,-1,212415,101,9,33.0,"36,00",3,1,0,1,40,0,0,0,9,0,1,0,5,"1795,05",Analista de Sistemas de Automacao
2351621,"5000,00",J,6311900,1,212415,101,7,27.0,"40,00",3,1,0,1,97,0,0,0,6,0,1,0,5,"5000,00",Analista de Sistemas de Automacao
2351622,"1661,00",G,4789099,-1,212415,101,8,26.0,"44,00",1,1,0,1,40,0,0,0,4,0,1,0,5,"1661,00",Analista de Sistemas de Automacao
2351624,"2600,00",J,6201501,-1,212415,101,9,25.0,"40,00",6,3,0,1,40,0,0,0,5,0,1,0,5,"2600,00",Analista de Sistemas de Automacao
2351629,"9640,79",J,6209100,-1,212415,101,9,45.0,"40,00",1,1,0,1,31,0,0,0,9,0,1,0,5,"9640,79",Analista de Sistemas de Automacao
2351636,"10556,86",J,6201501,-1,212415,101,9,41.0,"40,00",3,1,0,1,31,0,0,0,7,0,1,0,5,"10556,86",Analista de Sistemas de Automacao
2351640,"1992,50",J,6209100,-1,212415,101,9,28.0,"40,00",1,1,0,1,31,0,0,0,6,0,1,0,5,"1992,50",Analista de Sistemas de Automacao
2351641,"6000,00",J,6209100,1,212415,101,9,22.0,"40,00",3,1,0,1,97,0,0,0,9,0,1,0,5,"6000,00",Analista de Sistemas de Automacao
2351652,"10566,64",J,6203100,-1,212415,101,80,25.0,"40,00",2,1,0,1,40,0,0,0,9,0,1,0,5,"10566,64",Analista de Sistemas de Automacao
2351654,"2000,00",N,8111700,1,212415,101,5,35.0,"40,00",6,1,0,1,97,0,0,0,7,0,1,0,5,"2000,00",Analista de Sistemas de Automacao
2351658,"3600,00",J,6201501,-1,212415,101,9,36.0,"40,00",3,3,0,1,40,0,0,0,9,0,1,0,5,"3600,00",Analista de Sistemas de Automacao
2351660,"10500,00",J,6204000,1,212415,101,9,27.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"10500,00",Analista de Sistemas de Automacao
2351664,"7000,00",J,6209100,1,212415,101,9,30.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"7000,00",Analista de Sistemas de Automacao
2351670,"3299,71",N,8220200,-1,212415,101,9,31.0,"40,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"3299,71",Analista de Sistemas de Automacao
2351672,"4526,55",M,7112000,-1,212415,101,7,54.0,"30,00",3,1,0,1,40,0,0,0,5,0,1,0,5,"4526,55",Analista de Sistemas de Automacao
2351678,"4500,00",J,6209100,-1,212415,101,80,27.0,"44,00",1,3,0,1,40,0,0,0,3,0,1,0,5,"4500,00",Analista de Sistemas de Automacao
2351685,"4000,00",J,6204000,1,212415,101,7,40.0,"40,00",6,1,0,1,97,0,0,0,2,0,1,0,5,"4000,00",Analista de Sistemas de Automacao
2351688,"19256,92",M,7490104,-1,212415,101,9,41.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"19256,92",Analista de Sistemas de Automacao
2351693,"6518,85",G,4742300,-1,212415,101,8,25.0,"44,00",6,1,0,1,31,0,0,0,6,0,1,0,5,"6518,85",Analista de Sistemas de Automacao
2351695,"8000,00",J,6201501,1,212415,101,9,32.0,"40,00",1,3,0,1,97,0,0,0,6,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351699,"13895,08",J,6209100,-1,212415,101,9,35.0,"44,00",1,1,0,1,40,0,0,9,10,0,1,0,5,"13895,08",Analista de Sistemas de Automacao
2351701,"11500,00",J,6209100,-1,212415,101,9,32.0,"40,00",1,1,0,1,31,0,0,0,9,0,1,0,5,"11500,00",Analista de Sistemas de Automacao
2351708,"6285,35",J,6203100,-1,212415,101,9,31.0,"40,00",6,3,0,1,40,0,0,0,10,0,1,0,5,"6285,35",Analista de Sistemas de Automacao
2351720,"6019,80",J,6201501,1,212415,101,80,65.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"6019,80",Analista de Sistemas de Automacao
2351724,"5000,00",C,3314799,-1,212415,101,9,27.0,"44,00",6,1,0,1,40,0,0,0,2,0,1,0,5,"5000,00",Analista de Sistemas de Automacao
2351727,"10000,00",N,8299799,-1,212415,101,9,25.0,"40,00",1,1,0,1,40,0,0,0,9,0,1,0,5,"10000,00",Analista de Sistemas de Automacao
2351729,"10000,00",J,6201501,1,212415,101,9,30.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"10000,00",Analista de Sistemas de Automacao
2351733,"2545,08",J,6201501,-1,212415,101,8,20.0,"40,00",1,1,0,1,31,0,0,0,7,0,1,0,5,"2545,08",Analista de Sistemas de Automacao
2351736,"3021,90",J,6311900,-1,212415,101,9,34.0,"44,00",1,3,0,1,40,0,0,9,4,0,1,0,5,"3021,90",Analista de Sistemas de Automacao
2351742,"2096,33",J,6311900,-1,212415,101,8,33.0,"36,00",1,1,0,1,40,0,0,0,9,0,1,0,5,"2096,33",Analista de Sistemas de Automacao
2351747,"7000,00",C,2651500,1,212415,101,9,38.0,"44,00",1,1,0,1,97,0,0,0,6,0,1,0,5,"7000,00",Analista de Sistemas de Automacao
2351753,"4950,00",M,7112000,-1,212415,101,9,27.0,"44,00",1,1,0,1,40,0,0,0,6,0,1,0,5,"4950,00",Analista de Sistemas de Automacao
2351757,"15400,00",J,6204000,1,212415,101,9,48.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"15400,00",Analista de Sistemas de Automacao
2351758,"7498,78",J,6203100,-1,212415,101,9,57.0,"40,00",1,3,0,1,31,0,0,0,8,0,1,0,5,"7498,78",Analista de Sistemas de Automacao
2351759,"4000,00",J,6201501,1,212415,101,9,24.0,"40,00",3,3,0,1,97,0,0,0,9,0,1,0,5,"4000,00",Analista de Sistemas de Automacao
2351763,"4075,92",J,6201501,-1,212415,101,9,25.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"4075,92",Analista de Sistemas de Automacao
2351770,"5800,00",J,6209100,1,212415,101,8,28.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"5800,00",Analista de Sistemas de Automacao
2351771,"15000,00",J,6204000,1,212415,101,7,33.0,"40,00",3,1,0,1,97,0,0,0,9,0,1,0,5,"15000,00",Analista de Sistemas de Automacao
2351776,"5500,00",J,6201501,-1,212415,101,7,25.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"5500,00",Analista de Sistemas de Automacao
2351780,"4000,00",J,6203100,1,212415,101,9,31.0,"40,00",1,3,0,1,97,0,0,0,5,0,1,0,5,"4000,00",Analista de Sistemas de Automacao
2351789,"11016,00",J,6209100,-1,212415,101,9,22.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"11016,00",Analista de Sistemas de Automacao
2351795,"2500,00",G,4742300,1,212415,101,8,30.0,"44,00",6,1,0,1,97,0,0,0,6,0,1,0,5,"2500,00",Analista de Sistemas de Automacao
2351796,"1900,00",H,5250801,1,212415,101,7,23.0,"44,00",2,1,0,1,97,0,0,0,5,0,1,0,5,"1900,00",Analista de Sistemas de Automacao
2351801,"4000,00",J,6201501,-1,212415,101,8,19.0,"40,00",1,3,0,1,40,0,0,0,7,0,1,0,5,"4000,00",Analista de Sistemas de Automacao
2351812,"5374,54",J,6204000,-1,212415,101,9,28.0,"40,00",2,3,0,1,40,0,0,0,9,0,1,0,5,"5374,54",Analista de Sistemas de Automacao
2351815,"4000,00",J,6201501,1,212415,101,9,26.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"4000,00",Analista de Sistemas de Automacao
2351824,"2111,11",N,8220200,1,212415,101,7,21.0,"44,00",1,1,0,1,97,0,0,0,6,0,1,0,5,"2111,11",Analista de Sistemas de Automacao
2351825,"3600,00",J,6201501,-1,212415,101,9,30.0,"40,00",1,1,0,1,40,0,0,0,9,0,1,0,5,"3600,00",Analista de Sistemas de Automacao
2351840,"4882,38",S,9511800,-1,212415,101,9,30.0,"40,00",1,1,0,1,40,0,0,0,3,0,1,0,5,"4882,38",Analista de Sistemas de Automacao
2351845,"13000,00",K,6619399,-1,212415,101,9,29.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"13000,00",Analista de Sistemas de Automacao
2351847,"3200,00",J,6202300,1,212415,101,7,25.0,"40,00",6,1,0,1,97,0,0,0,3,0,1,0,5,"3200,00",Analista de Sistemas de Automacao
2351856,"6670,95",G,4742300,-1,212415,101,8,26.0,"44,00",6,1,0,1,31,0,0,0,6,0,1,0,5,"6670,95",Analista de Sistemas de Automacao
2351879,"8000,00",J,6209100,-1,212415,101,9,33.0,"40,00",1,3,0,1,31,0,0,0,9,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351885,"4320,28",N,8220200,-1,212415,101,9,44.0,"40,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"4320,28",Analista de Sistemas de Automacao
2351887,"8000,00",N,7820500,1,212415,101,7,22.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351888,"3500,00",C,3250701,-1,212415,101,7,30.0,"44,00",3,1,0,1,31,0,0,0,7,0,1,0,5,"3500,00",Analista de Sistemas de Automacao
2351890,"4092,00",M,7112000,1,212415,101,9,24.0,"40,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"4092,00",Analista de Sistemas de Automacao
2351895,"4000,00",J,6201501,1,212415,101,80,31.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"4000,00",Analista de Sistemas de Automacao
2351897,"6000,00",N,7740300,1,212415,101,8,23.0,"44,00",1,3,0,1,97,0,0,0,8,0,1,0,5,"6000,00",Analista de Sistemas de Automacao
2351899,"7500,00",J,6204000,-1,212415,101,7,43.0,"44,00",1,1,0,1,31,0,0,0,6,0,1,0,5,"7500,00",Analista de Sistemas de Automacao
2351908,"8000,00",M,7020400,-1,212415,101,9,27.0,"44,00",1,1,0,1,31,0,0,9,7,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351909,"2700,00",J,6201501,-1,212415,101,7,30.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"2700,00",Analista de Sistemas de Automacao
2351910,"8000,00",J,6209100,-1,212415,101,9,41.0,"40,00",6,1,0,1,31,0,0,0,9,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351913,"3200,00",J,6201501,-1,212415,101,9,32.0,"40,00",1,1,0,1,40,0,0,0,5,0,1,0,5,"3200,00",Analista de Sistemas de Automacao
2351914,"3830,00",J,6201501,1,212415,101,9,30.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"3830,00",Analista de Sistemas de Automacao
2351921,"3900,00",J,6202300,1,212415,101,9,23.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"3900,00",Analista de Sistemas de Automacao
2443871,"1803,75",N,8220200,-1,212420,101,9,48.0,"44,00",6,3,0,1,40,0,0,0,10,0,1,0,5,"1803,75",Analista de Suporte Computacional
2443885,"6462,47",J,6201501,-1,212420,101,9,49.0,"40,00",1,1,0,1,31,0,0,0,8,0,1,0,5,"6462,47",Analista de Suporte Computacional
2443886,"8812,80",J,6209100,-1,212420,101,9,29.0,"40,00",6,1,0,1,31,0,0,0,5,0,1,0,5,"8812,80",Analista de Suporte Computacional
2443889,"2500,00",G,4651601,1,212420,101,80,41.0,"40,00",6,1,0,1,97,0,0,0,6,0,1,0,5,"2500,00",Analista de Suporte Computacional
2443894,"2033,60",J,6209100,1,212420,101,9,26.0,"40,00",6,1,0,1,97,0,0,0,9,0,1,0,5,"2033,60",Analista de Suporte Computacional
2443899,"15000,00",J,6209100,1,212420,101,9,48.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"15000,00",Analista de Suporte Computacional
2443905,"6540,00",M,6911701,-1,212420,101,9,25.0,"40,00",3,1,0,1,40,0,0,0,7,0,1,0,5,"6540,00",Analista de Suporte Computacional
2443906,"1504,00",J,6190601,1,212420,101,7,26.0,"44,00",1,1,0,1,97,0,0,0,4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2443916,"2346,04",J,6209100,1,212420,101,9,44.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"2346,04",Analista de Suporte Computacional
2443925,"4500,00",J,6209100,1,212420,101,9,33.0,"44,00",1,1,0,1,97,0,0,9,2,0,1,0,5,"4500,00",Analista de Suporte Computacional
2443937,"9665,13",N,8211300,-1,212420,101,9,32.0,"40,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"9665,13",Analista de Suporte Computacional
2443952,"2000,00",J,6209100,1,212420,101,9,27.0,"40,00",6,3,0,1,97,0,0,0,2,0,1,0,5,"2000,00",Analista de Suporte Computacional
2443954,"3855,60",J,6204000,-1,212420,101,8,26.0,"40,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"3855,60",Analista de Suporte Computacional
2443957,"4351,16",J,6204000,-1,212420,101,9,24.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"4351,16",Analista de Suporte Computacional
2443959,"1400,00",N,7820500,-1,212420,101,7,22.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"1400,00",Analista de Suporte Computacional
2443962,"2511,10",J,6209100,-1,212420,101,9,37.0,"40,00",6,1,0,1,40,0,0,0,10,0,1,0,5,"2511,10",Analista de Suporte Computacional
2443965,"18000,00",J,6204000,1,212420,101,8,37.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"18000,00",Analista de Suporte Computacional
2443971,"4559,25",J,6209100,-1,212420,101,9,37.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"4559,25",Analista de Suporte Computacional
2443975,"2986,82",N,7733100,-1,212420,101,9,29.0,"40,00",6,1,0,1,31,0,0,0,5,0,1,0,5,"2986,82",Analista de Suporte Computacional
2443976,"6800,00",J,6203100,1,212420,101,9,27.0,"40,00",1,3,0,1,97,1,0,0,10,0,1,0,5,"6800,00",Analista de Suporte Computacional
2443980,"1891,44",J,6202300,-1,212420,101,7,23.0,"44,00",1,1,0,1,31,0,0,0,4,0,1,0,5,"1891,44",Analista de Suporte Computacional
2443981,"3000,00",N,7739099,-1,212420,101,7,36.0,"44,00",3,1,0,1,31,0,0,0,1,0,1,0,5,"3000,00",Analista de Suporte Computacional
2443982,"2600,00",G,4772500,1,212420,101,9,37.0,"44,00",3,1,0,1,97,0,0,0,5,0,1,0,5,"2600,00",Analista de Suporte Computacional
2443986,"1329,68",J,6201501,1,212420,105,7,19.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2443987,"1800,00",N,8111700,-1,212420,101,7,27.0,"44,00",6,1,0,1,40,0,0,0,4,0,1,0,5,"1800,00",Analista de Suporte Computacional
2443989,"14000,00",J,6204000,1,212420,101,9,51.0,"40,00",1,3,0,1,97,0,0,0,9,0,1,0,5,"14000,00",Analista de Suporte Computacional
2443991,"4048,92",Q,8610101,-1,212420,101,9,35.0,"44,00",3,3,0,1,31,0,0,0,5,0,1,0,5,"4048,92",Analista de Suporte Computacional
2443993,"2500,00",J,6204000,-1,212420,101,7,23.0,"40,00",1,1,0,1,31,0,0,0,6,0,1,0,5,"2500,00",Analista de Suporte Computacional
2443997,"2093,39",J,6311900,-1,212420,101,7,38.0,"40,00",1,1,0,1,40,0,0,0,2,0,1,0,5,"2093,39",Analista de Suporte Computacional
2444001,"3843,72",J,6204000,-1,212420,101,8,23.0,"40,00",3,1,0,1,31,0,0,0,6,0,1,0,5,"3843,72",Analista de Suporte Computacional
2444002,"2093,39",J,6311900,1,212420,101,9,31.0,"40,00",1,1,0,1,97,0,0,0,2,0,1,0,5,"2093,39",Analista de Suporte Computacional
2444003,"1504,00",J,6190601,1,212420,101,7,25.0,"44,00",1,1,0,1,97,0,0,0,4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444005,"1500,00",N,8220200,-1,212420,101,7,35.0,"40,00",6,1,0,1,40,0,0,0,9,0,1,0,5,"1500,00",Analista de Suporte Computacional
2444010,"1773,00",G,4789099,1,212420,101,7,24.0,"44,00",6,1,0,1,97,0,0,0,5,0,1,0,5,"1773,00",Analista de Suporte Computacional
2444011,"2100,00",J,6203100,1,212420,101,7,55.0,"40,00",3,1,0,1,97,0,0,0,6,0,1,0,5,"2100,00",Analista de Suporte Computacional
2444012,"1504,00",J,6190601,1,212420,101,7,44.0,"44,00",3,1,0,1,97,0,0,0,4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444016,"9600,00",J,6209100,1,212420,101,9,28.0,"44,00",3,3,0,1,97,0,0,9,10,0,1,0,5,"9600,00",Analista de Suporte Computacional
2444018,"15000,00",G,4751201,1,212420,101,8,63.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"15000,00",Analista de Suporte Computacional
2444020,"7286,25",Q,8610101,1,212420,101,80,31.0,"45,00",1,1,0,1,97,0,0,0,6,0,1,0,5,"7286,25",Analista de Suporte Computacional
2444025,"1504,00",J,6190601,1,212420,101,7,45.0,"44,00",1,1,0,1,97,0,0,0,4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444035,"21000,00",J,6204000,1,212420,101,9,32.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"21000,00",Analista de Suporte Computacional
2444036,"2400,00",J,6311900,1,212420,101,9,20.0,"40,00",3,1,0,1,97,0,0,0,9,0,1,0,5,"2400,00",Analista de Suporte Computacional
2444048,"2380,43",J,6203100,-1,212420,101,9,32.0,"40,00",3,3,0,1,31,0,0,0,8,0,1,0,5,"2380,43",Analista de Suporte Computacional
2444049,"2067,56",J,6202300,-1,212420,101,7,18.0,"40,00",1,1,0,1,40,0,0,0,5,0,1,0,5,"2067,56",Analista de Suporte Computacional
2444050,"5000,00",N,8299799,1,212420,101,9,39.0,"40,00",1,3,0,1,97,0,0,0,6,0,1,0,5,"5000,00",Analista de Suporte Computacional
2444054,"1329,68",J,6201501,1,212420,105,7,26.0,"40,00",1,3,0,1,97,0,0,0,9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2444057,"2200,00",J,6209100,-1,212420,101,9,26.0,"40,00",1,1,0,1,40,0,0,0,2,0,1,0,5,"2200,00",Analista de Suporte Computacional
2444058,"6500,00",J,6204000,1,212420,101,9,33.0,"44,00",1,1,0,1,97,0,0,9,10,0,1,0,5,"6500,00",Analista de Suporte Computacional
2444062,"3200,00",G,4789004,1,212420,101,9,29.0,"44,00",3,1,0,1,97,0,0,0,8,0,1,0,5,"3200,00",Analista de Suporte Computacional
2444073,"1400,00",J,6209100,-1,212420,101,7,21.0,"44,00",6,1,0,1,43,0,0,0,3,0,1,0,5,"1400,00",Analista de Suporte Computacional
2444074,"3134,00",G,4651601,-1,212420,101,9,39.0,"40,00",1,1,0,1,31,0,0,0,6,0,1,0,5,"3134,00",Analista de Suporte Computacional
2444079,"4848,00",J,6203100,-1,212420,101,9,49.0,"44,00",1,3,0,1,31,0,0,9,5,0,1,0,5,"4848,00",Analista de Suporte Computacional
2444089,"18178,56",J,6202300,-1,212420,101,9,55.0,"40,00",1,1,0,1,60,0,0,0,6,0,1,0,5,"18178,56",Analista de Suporte Computacional
2444091,"1920,89",S,9511800,1,212420,101,8,41.0,"36,00",3,3,0,1,97,0,0,0,9,0,1,0,5,"1920,89",Analista de Suporte Computacional
2444099,"12990,40",K,6512000,-1,212420,101,9,39.0,"40,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"12990,40",Analista de Suporte Computacional
2444101,"7500,00",N,7820500,-1,212420,101,9,30.0,"44,00",3,1,0,1,40,0,0,9,9,0,1,0,5,"7500,00",Analista de Suporte Computacional
2444103,"8779,99",J,6311900,-1,212420,101,9,42.0,"44,00",1,1,0,1,31,0,0,0,8,0,1,0,5,"8779,99",Analista de Suporte Computacional
2444107,"3245,31",J,6202300,1,212420,101,9,25.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"3245,31",Analista de Suporte Computacional
2444109,"3500,00",M,7020400,1,212420,101,8,22.0,"40,00",5,3,0,1,97,0,0,0,2,0,1,0,5,"3500,00",Analista de Suporte Computacional
2444113,"2891,70",J,6209100,1,212420,101,8,33.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"2891,70",Analista de Suporte Computacional
2444115,"4400,00",G,4649401,1,212420,101,9,25.0,"44,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"4400,00",Analista de Suporte Computacional
2444117,"13250,88",J,6209100,-1,212420,101,9,38.0,"44,00",3,1,0,1,40,0,0,0,10,0,1,0,5,"13250,88",Analista de Suporte Computacional
2444122,"3134,00",G,4651601,1,212420,101,8,23.0,"40,00",3,1,0,1,97,0,0,0,6,0,1,0,5,"3134,00",Analista de Suporte Computacional
2444124,"3565,46",K,6512000,-1,212420,101,9,31.0,"44,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"3565,46",Analista de Suporte Computacional
2444127,"7000,00",J,6209100,-1,212420,101,8,24.0,"40,00",1,1,0,1,31,0,0,0,8,0,1,0,5,"7000,00",Analista de Suporte Computacional
2444128,"1504,00",J,6190601,1,212420,101,7,42.0,"44,00",2,1,0,1,97,0,0,0,4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444131,"5355,00",S,9511800,-1,212420,101,9,52.0,"44,00",2,1,0,1,31,0,0,0,6,0,1,0,5,"5355,00",Analista de Suporte Computacional
