,salario,secao,subclasse,saldomov,cbo2002,categoria,grau,idade,horascontratuais,racacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentacao,tipodedeficiencia,indtrabintermitente,indtrabparcial,tamestabjan,indicadoraprendiz,origemdainformacao,indicadordeforadoprazo,unidadesalariocodigo,valorsalariofixo,nome_ocu
2614136,"6646,25",N,8299799,-1,212405,101,9,58.0,"40,00",6,1,0,1,40,0,0,0,6,0,1,0,5,"6646,25",Analista de Desenvolvimento de Sistemas
2614146,"8900,00",G,4645101,1,212405,101,9,29.0,"44,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"8900,00",Analista de Desenvolvimento de Sistemas
2614148,"14400,00",J,6201501,-1,212405,101,7,31.0,"44,00",6,1,0,1,40,0,0,0,9,0,1,0,5,"14400,00",Analista de Desenvolvimento de Sistemas
2614154,"7500,00",J,6204000,-1,212405,101,9,32.0,"40,00",3,1,0,1,31,0,0,0,6,0,1,0,5,"7500,00",Analista de Desenvolvimento de Sistemas
2614155,"2512,68",J,6203100,-1,212405,101,9,37.0,"40,00",3,1,0,1,40,0,0,0,6,0,1,0,5,"2512,68",Analista de Desenvolvimento de Sistemas
2614156,"14435,11",L,6821802,-1,212405,101,8,23.0,"44,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"14435,11",Analista de Desenvolvimento de Sistemas
2614159,"13000,00",N,8211300,1,212405,101,80,36.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"13000,00",Analista de Desenvolvimento de Sistemas
2614160,"9000,00",J,6209100,1,212405,101,7,33.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2614161,"14000,00",H,5111100,1,212405,101,80,45.0,"43,75",1,1,0,1,97,0,0,0,10,0,1,0,5,"14000,00",Analista de Desenvolvimento de Sistemas
2614163,"2500,00",J,6319400,1,212405,101,9,26.0,"44,00",2,1,0,1,97,0,0,0,6,0,1,0,5,"2500,00",Analista de Desenvolvimento de Sistemas
2614165,"6467,21",J,6209100,-1,212405,101,9,33.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"6467,21",Analista de Desenvolvimento de Sistemas
2614170,"11714,29",M,7490104,1,212405,101,9,32.0,"44,00",1,1,0,1,97,0,0,0,1,0,1,0,5,"11714,29",Analista de Desenvolvimento de Sistemas
2614172,"4500,00",M,7020400,1,212405,101,9,25.0,"44,00",1,1,0,1,97,0,0,9,7,0,1,0,5,"4500,00",Analista de Desenvolvimento de Sistemas
2614175,"6000,00",S,9499500,-1,212405,101,10,41.0,"44,00",3,1,0,1,40,0,0,0,9,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2614180,"3948,08",J,6201501,-1,212405,101,8,37.0,"40,00",1,1,0,1,40,0,0,0,6,0,1,0,5,"3948,08",Analista de Desenvolvimento de Sistemas
2614184,"6000,00",M,7020400,-1,212405,101,9,25.0,"44,00",1,3,0,1,31,0,0,0,10,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2614187,"4000,00",J,6203100,1,212405,101,8,23.0,"40,00",6,1,0,1,97,0,0,0,7,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2614194,"15000,00",J,6319400,1,212405,101,9,30.0,"44,00",1,1,0,1,97,0,0,0,6,0,1,0,5,"15000,00",Analista de Desenvolvimento de Sistemas
2614196,"14000,00",J,6204000,1,212405,101,9,46.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"14000,00",Analista de Desenvolvimento de Sistemas
2614197,"5019,31",Q,8610101,1,212405,101,8,20.0,"44,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"5019,31",Analista de Desenvolvimento de Sistemas
2614200,"11000,00",J,6204000,1,212405,101,9,34.0,"40,00",1,1,0,1,97,0,0,0,6,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2614202,"6750,04",K,6424703,-1,212405,101,9,48.0,"44,00",1,1,0,1,31,0,0,0,3,0,1,0,5,"6750,04",Analista de Desenvolvimento de Sistemas
2614204,"13475,00",J,6201501,-1,212405,101,9,37.0,"44,00",1,1,0,1,40,0,0,9,9,0,1,0,5,"13475,00",Analista de Desenvolvimento de Sistemas
2614205,"3500,00",J,6202300,1,212405,101,8,27.0,"40,00",6,1,0,1,97,0,0,0,7,0,1,0,5,"3500,00",Analista de Desenvolvimento de Sistemas
2614209,"6819,00",K,6511101,1,212405,101,9,29.0,"44,00",3,1,0,1,97,0,0,0,9,0,1,0,5,"6819,00",Analista de Desenvolvimento de Sistemas
2614215,"2521,25",J,6203100,-1,212405,101,7,31.0,"40,00",1,1,0,1,31,0,0,0,10,0,1,0,5,"2521,25",Analista de Desenvolvimento de Sistemas
2614218,"6700,00",J,6204000,1,212405,101,9,30.0,"40,00",1,3,0,1,97,0,0,0,7,0,1,0,5,"6700,00",Analista de Desenvolvimento de Sistemas
2614219,"12500,00",M,7020400,-1,212405,101,80,28.0,"40,00",1,3,0,1,31,0,0,0,9,0,1,0,5,"12500,00",Analista de Desenvolvimento de Sistemas
2614223,"6000,00",M,7020400,-1,212405,101,9,25.0,"44,00",1,3,0,1,31,0,0,0,10,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2614234,"3000,00",J,6204000,-1,212405,101,80,25.0,"40,00",1,1,0,1,40,0,0,0,9,0,1,0,5,"3000,00",Analista de Desenvolvimento de Sistemas
2614235,"2648,00",J,6209100,1,212405,101,8,21.0,"40,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"2648,00",Analista de Desenvolvimento de Sistemas
2614241,"8631,93",K,6422100,1,212405,101,9,33.0,"44,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"8631,93",Analista de Desenvolvimento de Sistemas
2614245,"10084,66",J,6201501,-1,212405,101,9,43.0,"40,00",1,1,0,1,40,0,0,0,9,0,1,0,5,"10084,66",Analista de Desenvolvimento de Sistemas
2614247,"1729,64",J,6204000,-1,212405,101,7,21.0,"44,00",1,1,0,1,40,0,0,0,9,0,1,0,5,"1729,64",Analista de Desenvolvimento de Sistemas
2614249,"8500,00",J,6201501,1,212405,101,9,25.0,"44,00",1,1,0,1,97,0,0,9,1,0,1,0,5,"8500,00",Analista de Desenvolvimento de Sistemas
2614250,"9137,46",N,8299702,-1,212405,101,7,24.0,"40,00",6,1,0,1,40,0,0,0,8,0,1,0,5,"9137,46",Analista de Desenvolvimento de Sistemas
2614251,"9000,00",N,8020001,1,212405,101,7,60.0,"44,00",6,1,0,1,97,0,0,0,9,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2614252,"17167,24",L,6821802,-1,212405,101,9,30.0,"44,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"17167,24",Analista de Desenvolvimento de Sistemas
2614259,"2918,53",J,6201501,-1,212405,101,9,24.0,"40,00",1,1,0,1,31,0,0,0,8,0,1,0,5,"2918,53",Analista de Desenvolvimento de Sistemas
2614260,"5000,00",J,6202300,1,212405,101,9,21.0,"40,00",6,1,0,1,97,0,0,0,7,0,1,0,5,"5000,00",Analista de Desenvolvimento de Sistemas
2614261,"8262,71",J,6311900,-1,212405,101,9,36.0,"40,00",1,1,0,1,40,0,0,0,6,0,1,0,5,"8262,71",Analista de Desenvolvimento de Sistemas
2614262,"7992,17",J,6201501,1,212405,101,9,49.0,"40,00",3,3,0,1,97,0,0,0,10,0,1,0,5,"7992,17",Analista de Desenvolvimento de Sistemas
2614266,"3800,00",S,9511800,1,212405,101,9,24.0,"40,00",1,1,0,1,97,0,0,0,3,0,1,0,5,"3800,00",Analista de Desenvolvimento de Sistemas
2614267,"9446,12",N,8211300,-1,212405,101,9,31.0,"44,00",3,1,0,1,31,1,0,0,10,0,1,0,5,"9446,12",Analista de Desenvolvimento de Sistemas
2614268,"2897,00",N,8219999,1,212405,101,8,21.0,"44,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"2897,00",Analista de Desenvolvimento de Sistemas
2614273,"2500,00",K,6512000,1,212405,101,9,18.0,"40,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"2500,00",Analista de Desenvolvimento de Sistemas
2614274,"3500,00",J,6203100,-1,212405,101,8,19.0,"44,00",1,3,0,1,31,0,0,0,4,0,1,0,5,"3500,00",Analista de Desenvolvimento de Sistemas
2614275,"4658,00",G,4711301,1,212405,101,9,23.0,"44,00",2,1,0,1,97,0,0,0,10,0,1,0,5,"4658,00",Analista de Desenvolvimento de Sistemas
2614278,"2100,00",J,6201501,1,212405,101,8,49.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"2100,00",Analista de Desenvolvimento de Sistemas
2614285,"11200,00",N,7740300,1,212405,101,80,33.0,"42,50",3,3,0,1,97,0,0,0,9,0,1,0,5,"11200,00",Analista de Desenvolvimento de Sistemas
2614286,"16000,00",J,6209100,1,212405,101,80,43.0,"40,00",1,3,0,1,97,0,0,0,8,0,1,0,5,"16000,00",Analista de Desenvolvimento de Sistemas
2614295,"8500,00",R,9002701,1,212405,101,9,32.0,"42,95",1,1,0,1,97,0,0,0,8,0,1,0,5,"8500,00",Analista de Desenvolvimento de Sistemas
2614299,"17000,00",M,7020400,1,212405,101,9,64.0,"40,00",5,1,0,1,97,0,0,0,9,0,1,0,5,"17000,00",Analista de Desenvolvimento de Sistemas
2614306,"6500,00",K,6422100,1,212405,101,9,38.0,"44,00",3,3,0,1,97,0,0,0,10,0,1,0,5,"6500,00",Analista de Desenvolvimento de Sistemas
2614308,"8638,40",J,6201501,1,212405,101,80,54.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"8638,40",Analista de Desenvolvimento de Sistemas
2614310,"4235,00",J,6201501,-1,212405,101,9,38.0,"44,00",1,1,0,1,40,0,0,9,9,0,1,0,5,"4235,00",Analista de Desenvolvimento de Sistemas
2614313,"9342,68",J,6203100,-1,212405,101,9,35.0,"40,00",6,1,0,1,40,0,0,0,8,0,1,0,5,"9342,68",Analista de Desenvolvimento de Sistemas
2614314,"22000,00",J,6202300,1,212405,101,9,37.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"22000,00",Analista de Desenvolvimento de Sistemas
2614316,"12000,00",J,6204000,-1,212405,101,9,31.0,"40,00",1,1,0,1,31,0,0,0,6,0,1,0,5,"12000,00",Analista de Desenvolvimento de Sistemas
2614317,"11430,00",J,6201501,-1,212405,101,8,34.0,"40,00",6,1,0,1,31,0,0,0,5,0,1,0,5,"11430,00",Analista de Desenvolvimento de Sistemas
2614319,"5896,40",J,6201501,1,212405,101,9,26.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"5896,40",Analista de Desenvolvimento de Sistemas
2614321,"9500,00",G,4651601,1,212405,101,9,41.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"9500,00",Analista de Desenvolvimento de Sistemas
2614324,"13191,75",J,6204000,-1,212405,101,9,33.0,"44,00",4,1,0,1,40,0,0,9,10,0,1,0,5,"13191,75",Analista de Desenvolvimento de Sistemas
2614325,"11504,00",N,8299799,1,212405,101,9,36.0,"44,00",1,1,0,1,97,0,0,9,8,0,1,0,5,"11504,00",Analista de Desenvolvimento de Sistemas
2614326,"9914,40",J,6209100,-1,212405,101,7,47.0,"40,00",6,1,0,1,31,0,0,0,3,0,1,0,5,"9914,40",Analista de Desenvolvimento de Sistemas
2614327,"4200,00",J,6204000,1,212405,101,8,22.0,"40,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"4200,00",Analista de Desenvolvimento de Sistemas
2614328,"10848,00",M,7020400,1,212405,101,9,27.0,"44,00",1,3,0,1,97,0,0,0,9,0,1,0,5,"10848,00",Analista de Desenvolvimento de Sistemas
2614330,"6000,00",J,6209100,1,212405,101,9,25.0,"44,00",1,3,0,1,97,0,0,9,10,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2614331,"7807,23",J,6203100,-1,212405,101,10,34.0,"40,00",3,1,0,1,40,0,0,0,8,0,1,0,5,"7807,23",Analista de Desenvolvimento de Sistemas
2614332,"2742,40",Q,8640202,-1,212405,101,9,28.0,"44,00",1,1,0,1,31,0,0,0,8,0,1,0,5,"2742,40",Analista de Desenvolvimento de Sistemas
2614333,"10000,00",J,6202300,1,212405,101,7,26.0,"44,00",1,1,0,1,97,0,0,0,3,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2614336,"9300,00",J,6204000,1,212405,101,80,56.0,"40,00",4,3,0,1,97,0,0,0,6,0,1,0,5,"9300,00",Analista de Desenvolvimento de Sistemas
2614337,"10963,92",J,6209100,1,212405,101,8,30.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"10963,92",Analista de Desenvolvimento de Sistemas
2614341,"12980,00",M,7020400,-1,212405,101,9,40.0,"40,00",6,1,0,1,40,0,0,0,9,0,1,0,5,"12980,00",Analista de Desenvolvimento de Sistemas
2614345,"4293,00",J,6202300,1,212405,101,7,21.0,"40,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"4293,00",Analista de Desenvolvimento de Sistemas
2614346,"10000,00",J,6209100,1,212405,101,9,32.0,"40,00",1,1,0,1,97,0,0,0,6,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2614350,"2500,00",K,6512000,1,212405,101,9,19.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"2500,00",Analista de Desenvolvimento de Sistemas
2614351,"11000,00",M,7020400,1,212405,101,80,29.0,"44,00",1,1,0,1,97,0,0,0,2,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2614352,"9360,00",P,8531700,-1,212405,101,9,51.0,"44,00",1,1,0,1,31,0,0,0,9,0,1,0,5,"9360,00",Analista de Desenvolvimento de Sistemas
2614355,"5587,44",J,6201501,-1,212405,101,9,27.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"5587,44",Analista de Desenvolvimento de Sistemas
2614358,"2200,00",C,2063100,-1,212405,101,9,34.0,"44,00",3,3,0,1,40,0,0,0,4,0,1,0,5,"2200,00",Analista de Desenvolvimento de Sistemas
2614359,"15760,00",J,6201501,1,212405,101,9,38.0,"44,00",2,1,0,1,97,0,0,9,9,0,1,0,5,"15760,00",Analista de Desenvolvimento de Sistemas
2614360,"5600,00",J,6203100,1,212405,101,9,33.0,"40,00",6,1,0,1,97,0,0,0,7,0,1,0,5,"5600,00",Analista de Desenvolvimento de Sistemas
2614365,"6000,00",J,6209100,1,212405,101,8,20.0,"44,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2614368,"17741,94",K,6613400,1,212405,101,9,35.0,"44,00",1,1,0,1,97,0,0,9,10,0,1,0,5,"17741,94",Analista de Desenvolvimento de Sistemas
2614371,"5998,17",J,6201501,-1,212405,101,9,30.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"5998,17",Analista de Desenvolvimento de Sistemas
2614372,"12148,00",N,8291100,-1,212405,101,7,35.0,"40,00",3,1,0,1,40,0,0,0,7,0,1,0,5,"12148,00",Analista de Desenvolvimento de Sistemas
2614373,"21000,00",N,8299799,1,212405,101,8,28.0,"44,00",1,3,0,1,97,0,0,9,9,0,1,0,5,"21000,00",Analista de Desenvolvimento de Sistemas
2614378,"3502,13",J,6203100,-1,212405,101,8,29.0,"44,00",1,1,0,1,40,0,0,9,6,0,1,0,5,"3502,13",Analista de Desenvolvimento de Sistemas
2614382,"4000,00",J,6203100,1,212405,101,9,31.0,"40,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2614383,"7000,00",N,8020001,1,212405,101,7,21.0,"44,00",5,1,0,1,97,0,0,0,9,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2614391,"8609,60",J,6201501,-1,212405,101,9,25.0,"40,00",1,1,0,1,31,0,0,0,6,0,1,0,5,"8609,60",Analista de Desenvolvimento de Sistemas
2614393,"6500,00",N,8299799,-1,212405,101,8,30.0,"44,00",4,1,0,1,31,0,0,9,8,0,1,0,5,"6500,00",Analista de Desenvolvimento de Sistemas
2614395,"13200,00",K,6422100,-1,212405,101,9,26.0,"44,00",1,3,0,1,40,0,0,0,10,0,1,0,5,"13200,00",Analista de Desenvolvimento de Sistemas
2614396,"3034,19",J,6209100,-1,212405,101,9,44.0,"40,00",1,1,0,1,90,0,0,0,2,0,1,0,5,"3034,19",Analista de Desenvolvimento de Sistemas
2614397,"14500,00",K,6619399,1,212405,101,9,27.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"14500,00",Analista de Desenvolvimento de Sistemas
2614407,"15000,00",G,4771701,1,212405,101,9,32.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"15000,00",Analista de Desenvolvimento de Sistemas
2614408,"10762,00",J,6204000,-1,212405,101,9,23.0,"40,00",1,1,0,1,40,0,0,0,7,0,1,0,5,"10762,00",Analista de Desenvolvimento de Sistemas
2614410,"8500,00",J,6201501,1,212405,101,9,34.0,"44,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"8500,00",Analista de Desenvolvimento de Sistemas
2614413,"7000,00",J,6203100,-1,212405,101,9,26.0,"40,00",3,1,0,1,40,0,0,0,10,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2614416,"21058,07",K,6613400,1,212405,101,9,32.0,"44,00",1,1,0,1,97,0,0,9,10,0,1,0,5,"21058,07",Analista de Desenvolvimento de Sistemas
2614417,"7918,00",G,4751201,1,212405,101,9,43.0,"44,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"7918,00",Analista de Desenvolvimento de Sistemas
2614418,"5169,33",J,6201501,-1,212405,101,80,64.0,"40,00",1,3,0,1,31,0,0,0,5,0,1,0,5,"5169,33",Analista de Desenvolvimento de Sistemas
2614419,"11097,00",J,6311900,-1,212405,101,80,50.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"11097,00",Analista de Desenvolvimento de Sistemas
2614426,"3000,00",J,6201501,1,212405,101,8,25.0,"40,00",1,1,0,1,97,0,0,0,6,0,1,0,5,"3000,00",Analista de Desenvolvimento de Sistemas
2614427,"7000,00",M,7311400,-1,212405,101,9,29.0,"40,00",1,3,0,1,40,0,0,0,5,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2614428,"13500,00",J,6204000,-1,212405,101,8,29.0,"40,00",1,1,0,1,31,0,0,0,7,0,1,0,5,"13500,00",Analista de Desenvolvimento de Sistemas
2614429,"6000,00",M,7020400,-1,212405,101,8,23.0,"44,00",1,3,0,1,40,0,0,0,10,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2614430,"10000,00",J,6201501,-1,212405,101,9,33.0,"40,00",1,1,0,1,40,0,0,0,10,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2614435,"4800,00",J,6110801,1,212405,101,9,26.0,"40,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"4800,00",Analista de Desenvolvimento de Sistemas
2614440,"12000,00",K,6499999,1,212405,101,9,41.0,"40,00",6,1,0,1,97,0,0,0,1,0,1,0,5,"12000,00",Analista de Desenvolvimento de Sistemas
2614442,"4329,65",C,3101200,-1,212405,101,80,40.0,"44,00",1,3,0,1,32,0,0,0,10,0,1,0,5,"4329,65",Analista de Desenvolvimento de Sistemas
2614444,"12723,00",J,6203100,1,212405,101,80,42.0,"40,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"12723,00",Analista de Desenvolvimento de Sistemas
2614445,"9500,00",J,6209100,1,212405,101,8,30.0,"44,00",2,1,0,1,97,0,0,0,10,0,1,0,5,"9500,00",Analista de Desenvolvimento de Sistemas
2614448,"3754,75",M,7020400,1,212405,101,9,43.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"3754,75",Analista de Desenvolvimento de Sistemas
2614453,"13000,00",J,6209100,1,212405,101,8,35.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"13000,00",Analista de Desenvolvimento de Sistemas
2614454,"2894,83",J,6201501,-1,212405,101,9,28.0,"40,00",1,1,0,1,31,0,0,0,8,0,1,0,5,"2894,83",Analista de Desenvolvimento de Sistemas
2614461,"15000,00",J,6311900,1,212405,101,7,35.0,"44,00",2,1,0,1,97,0,0,9,8,0,1,0,5,"15000,00",Analista de Desenvolvimento de Sistemas
2614470,"11000,00",N,7820500,1,212405,101,9,35.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2614471,"12000,00",K,6422100,1,212405,101,80,42.0,"44,00",3,1,0,1,97,0,0,0,9,0,1,0,5,"12000,00",Analista de Desenvolvimento de Sistemas
2614475,"5546,18",N,8211300,1,212405,101,8,21.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"5546,18",Analista de Desenvolvimento de Sistemas
2614476,"9700,31",K,6512000,1,212405,101,9,47.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"9700,31",Analista de Desenvolvimento de Sistemas
2614477,"10132,00",J,6209100,-1,212405,101,9,39.0,"40,00",1,1,0,1,31,0,0,0,3,0,1,0,5,"10132,00",Analista de Desenvolvimento de Sistemas
2614481,"6564,42",J,6204000,-1,212405,101,8,25.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"6564,42",Analista de Desenvolvimento de Sistemas
2614485,"14555,07",S,9411100,-1,212405,101,9,36.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"14555,07",Analista de Desenvolvimento de Sistemas
2614489,"8500,00",K,6422100,-1,212405,101,8,29.0,"44,00",1,1,0,1,31,0,0,0,10,0,1,0,5,"8500,00",Analista de Desenvolvimento de Sistemas
2614490,"2300,00",N,8299799,1,212405,101,9,27.0,"40,00",2,3,0,1,97,0,0,0,7,0,1,0,5,"2300,00",Analista de Desenvolvimento de Sistemas
2614496,"5000,00",N,8211300,1,212405,101,7,38.0,"44,00",1,1,0,1,97,0,0,0,3,0,1,0,5,"5000,00",Analista de Desenvolvimento de Sistemas
2614499,"9698,86",N,8211300,-1,212405,101,9,33.0,"44,00",1,3,0,1,40,0,0,0,10,0,1,0,5,"9698,86",Analista de Desenvolvimento de Sistemas
2614502,"2122,10",J,6204000,1,212405,101,8,22.0,"40,00",2,1,0,1,97,0,0,0,8,0,1,0,5,"2122,10",Analista de Desenvolvimento de Sistemas
2614504,"27497,00",M,7020400,1,212405,101,9,27.0,"44,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"27497,00",Analista de Desenvolvimento de Sistemas
2614509,"25000,00",J,6204000,1,212405,101,10,47.0,"40,00",1,3,0,1,97,0,0,0,9,0,1,0,5,"25000,00",Analista de Desenvolvimento de Sistemas
2614511,"9000,00",J,6201501,-1,212405,101,9,28.0,"40,00",1,3,0,1,40,0,0,0,9,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2614512,"7000,00",J,6201501,1,212405,101,80,31.0,"40,00",2,1,0,1,97,0,0,0,10,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2614516,"4000,00",M,7319002,-1,212405,101,9,21.0,"44,00",6,1,0,1,31,0,0,0,5,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2614523,"6000,00",N,8211300,1,212405,101,8,20.0,"44,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2614527,"2861,21",N,8220200,1,212405,101,8,30.0,"40,00",6,1,0,1,97,0,0,0,9,0,1,0,5,"2861,21",Analista de Desenvolvimento de Sistemas
2614528,"11734,17",N,8211300,-1,212405,101,9,39.0,"44,00",3,1,0,1,40,0,0,0,10,0,1,0,5,"11734,17",Analista de Desenvolvimento de Sistemas
2614530,"5000,00",N,8299799,1,212405,101,8,27.0,"40,00",6,1,0,1,97,0,0,0,6,0,1,0,5,"5000,00",Analista de Desenvolvimento de Sistemas
2614535,"6500,00",J,6204000,-1,212405,101,9,37.0,"40,00",1,1,0,1,40,0,0,0,4,0,1,0,5,"6500,00",Analista de Desenvolvimento de Sistemas
2614539,"2029,09",J,6201501,-1,212405,101,9,54.0,"40,00",1,1,0,1,90,0,0,0,5,0,1,0,5,"2029,09",Analista de Desenvolvimento de Sistemas
2614540,"13032,26",K,6613400,1,212405,101,80,26.0,"44,00",3,1,0,1,97,0,0,9,10,0,1,0,5,"13032,26",Analista de Desenvolvimento de Sistemas
2614542,"8800,00",J,6209100,1,212405,101,9,24.0,"44,00",1,1,0,1,97,0,0,0,10,0,1,0,5,"8800,00",Analista de Desenvolvimento de Sistemas
2614543,"2500,00",Q,8640299,-1,212405,101,7,25.0,"43,75",6,1,0,1,40,0,0,0,4,0,1,0,5,"2500,00",Analista de Desenvolvimento de Sistemas
2614547,"5107,27",J,6201501,-1,212405,101,8,22.0,"40,00",1,3,0,1,40,0,0,0,6,0,1,0,5,"5107,27",Analista de Desenvolvimento de Sistemas
2614549,"9000,00",J,6204000,1,212405,101,8,29.0,"40,00",1,1,0,1,97,0,0,0,5,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2614550,"4300,00",M,7020400,1,212405,101,8,22.0,"40,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"4300,00",Analista de Desenvolvimento de Sistemas
2614551,"15993,88",J,6201501,-1,212405,101,9,32.0,"40,00",1,1,0,1,40,0,0,0,3,0,1,0,5,"15993,88",Analista de Desenvolvimento de Sistemas
2614553,"14914,06",K,6613400,-1,212405,101,80,31.0,"44,00",6,1,0,1,31,0,0,9,10,0,1,0,5,"14914,06",Analista de Desenvolvimento de Sistemas
2614560,"5545,36",K,6422100,-1,212405,101,8,22.0,"44,00",1,1,0,1,31,0,0,0,10,0,1,0,5,"5545,36",Analista de Desenvolvimento de Sistemas
2614561,"2122,10",J,6204000,-1,212405,101,9,44.0,"40,00",1,1,0,1,40,0,0,0,8,0,1,0,5,"2122,10",Analista de Desenvolvimento de Sistemas
2614564,"8447,60",N,8211300,-1,212405,101,9,31.0,"44,00",3,3,0,1,40,0,0,0,10,0,1,0,5,"8447,60",Analista de Desenvolvimento de Sistemas
2614566,"13000,00",G,4651601,1,212405,101,80,33.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"13000,00",Analista de Desenvolvimento de Sistemas
2614571,"1800,00",J,6201501,1,212405,101,8,22.0,"40,00",1,1,0,1,97,0,0,0,8,0,1,0,5,"1800,00",Analista de Desenvolvimento de Sistemas
2614580,"10000,00",M,7020400,1,212405,101,9,26.0,"40,00",1,1,0,1,97,0,0,0,9,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2614582,"10425,81",K,6613400,1,212405,101,80,30.0,"44,00",6,1,0,1,97,0,0,9,10,0,1,0,5,"10425,81",Analista de Desenvolvimento de Sistemas
2614583,"6265,76",N,8211300,-1,212405,101,9,25.0,"44,00",6,1,0,1,40,0,0,0,10,0,1,0,5,"6265,76",Analista de Desenvolvimento de Sistemas
2614584,"12826,73",N,8211300,1,212405,101,80,30.0,"44,00",3,1,0,1,97,0,0,0,10,0,1,0,5,"12826,73",Analista de Desenvolvimento de Sistemas
2614586,"4600,00",J,6203100,1,212405,101,9,23.0,"40,00",1,3,0,1,97,0,0,0,10,0,1,0,5,"4600,00",Analista de Desenvolvimento de Sistemas
2614588,"2034,00",J,6204000,1,212405,101,8,20.0,"40,00",1,1,0,1,97,0,0,0,7,0,1,0,5,"2034,00",Analista de Desenvolvimento de Sistemas
2614589,"3000,00",N,7820500,1,212405,106,80,33.0,"40,00",2,1,0,1,97,0,0,0,7,0,1,0,5,"3000,00",Analista de Desenvolvimento de Sistemas
