,secao,subclasse,saldomov,cbo2002,categoria,grau,idade,horascontratuais,racacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentacao,tipodedeficiencia,indtrabintermitente,indtrabparcial,salario,tamestabjan,indicadoraprendiz,origemdainformação,indicadordeforadoprazo,unidadesalariocodigo,valorsalariofixo,nome_ocu
2607108,M,6911701,1,212405,101,8,30.0,"44,00",1,1,0,1,97,0,0,0,"2760,00",3,0,1,0,5,"2760,00",Analista de Desenvolvimento de Sistemas
2607115,K,6520100,-1,212405,101,9,28.0,"40,00",1,1,0,1,40,0,0,0,"11000,00",10,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2607117,J,6201501,-1,212405,101,8,32.0,"40,00",1,1,0,1,31,0,0,0,"5088,17",7,0,1,0,5,"5088,17",Analista de Desenvolvimento de Sistemas
2607120,N,8220200,1,212405,101,7,22.0,"44,00",2,1,0,1,97,0,0,0,"3701,00",9,0,1,0,5,"3701,00",Analista de Desenvolvimento de Sistemas
2607123,K,6511101,1,212405,101,8,36.0,"44,00",1,3,0,1,97,0,0,0,"5297,00",9,0,1,0,5,"5297,00",Analista de Desenvolvimento de Sistemas
2607126,N,8211300,1,212405,101,9,33.0,"44,00",1,1,0,1,97,0,0,0,"11000,00",10,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2607127,Q,8610101,1,212405,101,9,31.0,"44,00",1,1,0,1,97,0,0,0,"10409,00",10,0,1,0,5,"10409,00",Analista de Desenvolvimento de Sistemas
2607131,J,6203100,1,212405,101,9,31.0,"44,00",1,1,0,1,97,0,0,9,"2800,00",7,0,1,0,5,"2800,00",Analista de Desenvolvimento de Sistemas
2607133,J,6201501,-1,212405,101,9,24.0,"40,00",3,3,0,1,40,0,0,0,"8000,00",7,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2607135,J,6201501,-1,212405,101,7,25.0,"40,00",3,1,0,1,31,0,0,0,"1560,00",9,0,1,0,5,"1560,00",Analista de Desenvolvimento de Sistemas
2607136,J,6203100,-1,212405,101,8,23.0,"40,00",1,1,0,1,31,0,0,0,"6169,33",7,0,1,0,5,"6169,33",Analista de Desenvolvimento de Sistemas
2607137,N,7740300,-1,212405,101,8,43.0,"44,00",1,3,0,1,40,0,0,0,"10384,00",9,0,1,0,5,"10384,00",Analista de Desenvolvimento de Sistemas
2607138,G,4651601,-1,212405,101,9,52.0,"44,00",1,1,0,1,31,0,0,0,"4086,72",7,0,1,0,5,"4086,72",Analista de Desenvolvimento de Sistemas
2607141,N,8211300,1,212405,101,7,22.0,"44,00",6,3,0,1,97,0,0,0,"5545,35",10,0,1,0,5,"5545,35",Analista de Desenvolvimento de Sistemas
2607142,M,7020400,1,212405,101,9,25.0,"44,00",1,1,0,1,97,0,0,0,"15675,00",9,0,1,0,5,"15675,00",Analista de Desenvolvimento de Sistemas
2607146,M,7490104,-1,212405,101,9,34.0,"44,00",3,1,0,1,40,0,0,0,"7000,00",4,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2607147,N,8211300,1,212405,101,80,29.0,"44,00",1,1,0,1,97,0,0,0,"12826,73",10,0,1,0,5,"12826,73",Analista de Desenvolvimento de Sistemas
2607150,J,6201501,1,212405,101,7,31.0,"40,00",2,3,0,1,97,0,0,0,"5500,00",10,0,1,0,5,"5500,00",Analista de Desenvolvimento de Sistemas
2607156,M,7490104,1,212405,101,8,23.0,"40,00",6,3,0,1,97,0,0,0,"6000,00",2,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2607158,J,6201501,-1,212405,101,9,56.0,"40,00",1,1,0,1,40,0,0,0,"14246,30",10,0,1,0,5,"14246,30",Analista de Desenvolvimento de Sistemas
2607160,J,6203100,1,212405,101,80,33.0,"40,00",1,3,0,1,97,0,0,0,"14500,00",10,0,1,0,5,"14500,00",Analista de Desenvolvimento de Sistemas
2607163,N,8211300,1,212405,101,9,48.0,"41,00",1,1,0,1,97,0,0,0,"12542,00",10,0,1,0,5,"12542,00",Analista de Desenvolvimento de Sistemas
2607173,K,6629100,1,212405,101,9,40.0,"44,00",3,1,0,1,97,0,0,9,"14812,90",6,0,1,0,5,"14812,90",Analista de Desenvolvimento de Sistemas
2607177,J,6201501,1,212405,101,8,43.0,"40,00",3,3,0,1,97,0,0,0,"9500,00",10,0,1,0,5,"9500,00",Analista de Desenvolvimento de Sistemas
2607179,J,6202300,1,212405,101,9,22.0,"40,00",1,3,0,1,97,0,0,0,"4000,00",7,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2607180,K,6613400,1,212405,101,9,31.0,"44,00",1,1,0,1,97,0,0,9,"10425,81",10,0,1,0,5,"10425,81",Analista de Desenvolvimento de Sistemas
2607182,J,6311900,-1,212405,101,9,37.0,"40,00",6,1,0,1,31,0,0,0,"10575,00",5,0,1,0,5,"10575,00",Analista de Desenvolvimento de Sistemas
2607187,J,6204000,1,212405,101,9,22.0,"40,00",1,3,0,1,97,0,0,0,"2800,00",10,0,1,0,5,"2800,00",Analista de Desenvolvimento de Sistemas
2607189,K,6612601,-1,212405,101,9,33.0,"44,00",6,1,0,1,40,0,0,0,"10000,00",10,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2607196,K,6462000,1,212405,101,9,36.0,"40,00",3,3,0,1,97,0,0,0,"4000,00",1,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2607198,M,7319002,-1,212405,101,9,29.0,"44,00",1,3,0,1,40,0,0,9,"9002,25",3,0,1,0,5,"9002,25",Analista de Desenvolvimento de Sistemas
2607201,P,8531700,1,212405,999,9,65.0,"40,00",6,3,0,1,20,0,0,0,"6886,26",8,0,2,0,5,"6886,26",Analista de Desenvolvimento de Sistemas
2607207,J,6311900,1,212405,101,7,32.0,"40,00",1,1,0,1,97,0,0,0,"6000,00",6,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2607208,G,4623101,-1,212405,101,8,22.0,"44,00",1,1,0,1,90,0,0,0,"3221,43",3,0,1,0,5,"3221,43",Analista de Desenvolvimento de Sistemas
2607209,J,6209100,-1,212405,101,8,27.0,"44,00",1,3,0,1,31,0,0,0,"5545,35",10,0,1,0,5,"5545,35",Analista de Desenvolvimento de Sistemas
2607211,M,7490104,1,212405,101,7,24.0,"40,00",1,3,0,1,97,0,0,0,"14000,00",7,0,1,0,5,"14000,00",Analista de Desenvolvimento de Sistemas
2607214,J,6201501,1,212405,101,9,23.0,"40,00",3,1,0,1,97,0,0,0,"6418,04",7,0,1,0,5,"6418,04",Analista de Desenvolvimento de Sistemas
2607221,C,2021500,1,212405,101,9,32.0,"40,00",1,3,0,1,97,0,0,0,"10000,00",10,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2607222,M,7311400,1,212405,101,80,19.0,"40,00",1,1,0,1,97,0,0,0,"3300,00",6,0,1,0,5,"3300,00",Analista de Desenvolvimento de Sistemas
2607231,J,6203100,-1,212405,101,80,31.0,"40,00",2,1,0,1,40,0,0,0,"7600,00",10,0,1,0,5,"7600,00",Analista de Desenvolvimento de Sistemas
2607232,M,7020400,1,212405,101,9,32.0,"40,00",3,1,0,1,97,0,0,0,"10000,00",6,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2607236,K,6622300,1,212405,101,8,21.0,"40,00",1,3,0,1,97,0,0,0,"2711,00",8,0,1,0,5,"2711,00",Analista de Desenvolvimento de Sistemas
2607240,S,9511800,1,212405,101,8,24.0,"40,00",1,1,0,1,97,0,0,0,"2354,35",2,0,1,0,5,"2354,35",Analista de Desenvolvimento de Sistemas
2607243,H,5250803,1,212405,101,9,32.0,"44,00",6,1,0,1,97,0,0,0,"9000,00",6,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2607244,K,6422100,-1,212405,101,9,27.0,"44,00",2,1,0,1,40,0,0,0,"7972,80",10,0,1,0,5,"7972,80",Analista de Desenvolvimento de Sistemas
2607245,K,6612603,-1,212405,101,9,33.0,"40,00",1,3,0,1,40,0,0,0,"3061,00",8,0,1,0,5,"3061,00",Analista de Desenvolvimento de Sistemas
2607255,M,7490104,-1,212405,101,7,24.0,"40,00",1,1,0,1,31,0,0,0,"2000,00",5,0,1,0,5,"2000,00",Analista de Desenvolvimento de Sistemas
2607258,J,6203100,-1,212405,101,8,24.0,"40,00",1,1,0,1,40,0,0,0,"7800,00",8,0,1,0,5,"7800,00",Analista de Desenvolvimento de Sistemas
2607260,K,6422100,1,212405,101,80,40.0,"40,00",3,1,0,1,97,0,0,0,"15000,00",10,0,1,0,5,"15000,00",Analista de Desenvolvimento de Sistemas
2607261,J,6120501,1,212405,101,7,21.0,"40,00",1,1,0,1,97,0,0,0,"3411,00",10,0,1,0,5,"3411,00",Analista de Desenvolvimento de Sistemas
2607263,J,6201501,-1,212405,101,6,30.0,"40,00",1,3,0,1,40,0,0,0,"2754,00",7,0,1,0,5,"2754,00",Analista de Desenvolvimento de Sistemas
2607266,J,6202300,1,212405,101,8,23.0,"40,00",1,1,0,1,97,0,0,0,"3500,00",5,0,1,0,5,"3500,00",Analista de Desenvolvimento de Sistemas
2607267,J,6204000,1,212405,101,9,36.0,"40,00",6,1,0,1,97,0,0,0,"14070,00",7,0,1,0,5,"14070,00",Analista de Desenvolvimento de Sistemas
2607269,N,7711000,1,212405,101,7,20.0,"40,00",1,1,0,1,97,0,0,0,"6000,00",6,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2607270,J,6204000,1,212405,101,7,54.0,"40,00",1,1,0,1,97,0,0,0,"2796,73",7,0,1,0,5,"2796,73",Analista de Desenvolvimento de Sistemas
2607273,J,6204000,-1,212405,101,8,21.0,"40,00",1,1,0,1,40,0,0,0,"3000,00",2,0,1,0,5,"3000,00",Analista de Desenvolvimento de Sistemas
2607276,J,6202300,-1,212405,101,8,26.0,"40,00",1,1,0,1,40,0,0,0,"11247,50",9,0,1,0,5,"11247,50",Analista de Desenvolvimento de Sistemas
2607277,N,8211300,1,212405,101,9,40.0,"44,00",6,1,0,1,97,1,0,0,"7096,78",10,0,1,0,5,"7096,78",Analista de Desenvolvimento de Sistemas
2607280,P,8531700,1,212405,999,9,32.0,"40,00",6,1,0,1,10,0,0,0,"6886,26",8,0,2,0,5,"6886,26",Analista de Desenvolvimento de Sistemas
2607286,K,6462000,-1,212405,101,9,35.0,"44,00",6,3,0,1,40,0,0,9,"10000,00",8,0,1,0,5,"10000,00",Analista de Desenvolvimento de Sistemas
2607287,K,6612602,1,212405,101,7,24.0,"44,00",3,1,0,1,97,0,0,0,"6500,00",9,0,1,0,5,"6500,00",Analista de Desenvolvimento de Sistemas
2607288,J,6203100,1,212405,101,7,47.0,"40,00",4,1,0,1,97,0,0,0,"12800,00",10,0,1,0,5,"12800,00",Analista de Desenvolvimento de Sistemas
2607296,N,8211300,-1,212405,101,8,32.0,"44,00",1,1,0,1,31,0,0,0,"5545,35",10,0,1,0,5,"5545,35",Analista de Desenvolvimento de Sistemas
2607303,J,6202300,-1,212405,101,80,25.0,"40,00",1,1,0,1,31,0,0,0,"9500,00",7,0,1,0,5,"9500,00",Analista de Desenvolvimento de Sistemas
2607305,N,7820500,1,212405,101,9,32.0,"40,00",1,1,0,1,97,0,0,0,"11000,00",9,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2607306,K,6421200,1,212405,101,80,38.0,"44,00",6,3,0,1,97,0,0,0,"6540,07",8,0,1,0,5,"6540,07",Analista de Desenvolvimento de Sistemas
2607309,J,6204000,-1,212405,101,9,23.0,"40,00",1,1,0,1,40,0,0,0,"4694,16",8,0,1,0,5,"4694,16",Analista de Desenvolvimento de Sistemas
2607312,J,6202300,1,212405,101,11,27.0,"40,00",1,1,0,1,97,0,0,0,"9800,00",7,0,1,0,5,"9800,00",Analista de Desenvolvimento de Sistemas
2607314,J,6209100,1,212405,101,9,35.0,"40,00",6,1,0,1,97,0,0,0,"8000,00",9,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2607317,H,4930202,1,212405,101,9,40.0,"44,00",6,1,0,1,97,0,0,0,"6500,00",9,0,1,0,5,"6500,00",Analista de Desenvolvimento de Sistemas
2607319,J,6202300,1,212405,101,7,38.0,"40,00",1,1,0,1,97,0,0,0,"8571,97",7,0,1,0,5,"8571,97",Analista de Desenvolvimento de Sistemas
2607322,K,6612601,1,212405,101,9,22.0,"44,00",1,3,0,1,97,0,0,9,"6000,00",10,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2607323,K,6611803,1,212405,101,9,30.0,"40,00",1,1,0,1,97,0,0,0,"5350,00",10,0,1,0,5,"5350,00",Analista de Desenvolvimento de Sistemas
2607324,J,6201501,-1,212405,101,80,46.0,"40,00",1,3,0,1,31,0,0,0,"13939,65",6,0,1,0,5,"13939,65",Analista de Desenvolvimento de Sistemas
2607326,J,6209100,1,212405,101,8,18.0,"40,00",1,3,0,1,97,0,0,0,"5000,00",9,0,1,0,5,"5000,00",Analista de Desenvolvimento de Sistemas
2607327,M,6920601,1,212405,101,9,35.0,"40,00",1,3,0,1,97,0,0,0,"7500,00",9,0,1,0,5,"7500,00",Analista de Desenvolvimento de Sistemas
2607328,P,8599604,1,212405,101,9,51.0,"40,00",3,1,0,1,97,0,0,0,"10391,82",2,0,1,0,5,"10391,82",Analista de Desenvolvimento de Sistemas
2607333,M,7020400,1,212405,101,9,25.0,"40,00",2,1,0,1,97,0,0,0,"4000,00",10,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2607336,J,6204000,1,212405,101,9,29.0,"40,00",1,1,0,1,97,0,0,0,"8200,00",9,0,1,0,5,"8200,00",Analista de Desenvolvimento de Sistemas
2607341,N,8211300,1,212405,101,9,29.0,"40,00",3,3,0,1,97,0,0,0,"7300,00",9,0,1,0,5,"7300,00",Analista de Desenvolvimento de Sistemas
2607345,J,6204000,1,212405,101,9,24.0,"40,00",6,1,0,1,97,0,0,0,"9040,48",8,0,1,0,5,"9040,48",Analista de Desenvolvimento de Sistemas
2607347,K,6619305,-1,212405,101,9,33.0,"40,00",6,1,0,1,31,0,0,0,"4389,21",7,0,1,0,5,"4389,21",Analista de Desenvolvimento de Sistemas
2607349,J,6311900,-1,212405,101,9,28.0,"44,00",1,1,0,1,40,0,0,9,"7557,84",8,0,1,0,5,"7557,84",Analista de Desenvolvimento de Sistemas
2607351,M,7319003,1,212405,101,9,25.0,"40,00",3,1,0,1,97,0,0,0,"6050,00",5,0,1,0,5,"6050,00",Analista de Desenvolvimento de Sistemas
2607352,J,6110801,1,212405,101,8,31.0,"40,00",1,1,0,1,97,0,0,0,"4800,00",10,0,1,0,5,"4800,00",Analista de Desenvolvimento de Sistemas
2607355,M,7020400,-1,212405,101,9,43.0,"44,00",1,1,0,1,40,0,0,0,"11000,00",10,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2607359,J,6209100,1,212405,101,9,32.0,"44,00",6,1,0,1,97,0,0,0,"2500,00",2,0,1,0,5,"2500,00",Analista de Desenvolvimento de Sistemas
2607360,N,7740300,1,212405,101,8,34.0,"42,50",3,3,0,1,97,0,0,0,"4200,00",9,0,1,0,5,"4200,00",Analista de Desenvolvimento de Sistemas
2607362,N,8211300,1,212405,101,9,24.0,"40,00",1,1,0,1,97,0,0,0,"4000,00",8,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2607367,H,5250803,1,212405,101,8,31.0,"44,00",6,1,0,1,97,0,0,0,"7000,00",6,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2607374,J,6202300,-1,212405,101,9,30.0,"40,00",3,1,0,1,40,0,0,0,"2754,09",8,0,1,0,5,"2754,09",Analista de Desenvolvimento de Sistemas
2607378,J,6203100,1,212405,101,9,51.0,"40,00",2,3,0,1,97,0,0,0,"8436,00",10,0,1,0,5,"8436,00",Analista de Desenvolvimento de Sistemas
2607380,N,8211300,1,212405,101,8,26.0,"44,00",2,3,0,1,97,0,0,0,"5545,35",10,0,1,0,5,"5545,35",Analista de Desenvolvimento de Sistemas
2607388,K,6512000,-1,212405,101,9,31.0,"40,00",3,3,0,1,31,0,0,0,"8469,25",10,0,1,0,5,"8469,25",Analista de Desenvolvimento de Sistemas
2607391,N,7740300,1,212405,101,7,32.0,"42,50",1,1,0,1,97,0,0,0,"14500,00",9,0,1,0,5,"14500,00",Analista de Desenvolvimento de Sistemas
2607394,N,8211300,1,212405,101,7,40.0,"44,00",2,3,0,1,97,0,0,0,"4193,10",10,0,1,0,5,"4193,10",Analista de Desenvolvimento de Sistemas
2607395,N,7740300,-1,212405,101,9,26.0,"42,50",1,1,0,1,40,0,0,0,"7925,00",9,0,1,0,5,"7925,00",Analista de Desenvolvimento de Sistemas
2607398,J,6204000,-1,212405,101,9,39.0,"44,00",1,1,0,1,31,0,0,9,"10992,35",10,0,1,0,5,"10992,35",Analista de Desenvolvimento de Sistemas
2607401,K,6436100,1,212405,101,9,25.0,"20,00",1,1,0,1,97,0,0,0,"5161,29",9,0,1,0,5,"5161,29",Analista de Desenvolvimento de Sistemas
2607402,K,6613400,1,212405,101,9,34.0,"44,00",1,1,0,1,97,0,0,9,"9290,32",10,0,1,0,5,"9290,32",Analista de Desenvolvimento de Sistemas
2607406,M,7020400,1,212405,101,9,33.0,"40,00",1,1,0,1,97,0,0,0,"9500,00",9,0,1,0,5,"9500,00",Analista de Desenvolvimento de Sistemas
2607408,J,6202300,-1,212405,101,9,40.0,"40,00",2,1,0,1,40,0,0,0,"11000,00",5,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2607409,J,6203100,1,212405,101,9,33.0,"44,00",6,1,0,1,97,0,0,0,"16000,00",8,0,1,0,5,"16000,00",Analista de Desenvolvimento de Sistemas
2607419,S,9511800,1,212405,101,7,27.0,"40,00",2,1,0,1,97,0,0,0,"2033,60",2,0,1,0,5,"2033,60",Analista de Desenvolvimento de Sistemas
2607421,J,6204000,-1,212405,101,9,37.0,"40,00",6,3,0,1,40,0,0,0,"3050,80",7,0,1,0,5,"3050,80",Analista de Desenvolvimento de Sistemas
2607425,K,6613400,-1,212405,101,9,51.0,"44,00",6,1,0,1,40,0,0,0,"9000,00",7,0,1,0,5,"9000,00",Analista de Desenvolvimento de Sistemas
2607426,J,6319400,-1,212405,101,9,28.0,"44,00",1,1,0,1,40,0,0,0,"10422,40",9,0,1,0,5,"10422,40",Analista de Desenvolvimento de Sistemas
2607427,K,6512000,1,212405,101,80,54.0,"40,00",1,3,0,1,97,0,0,0,"17000,00",7,0,1,0,5,"17000,00",Analista de Desenvolvimento de Sistemas
2607429,J,6201501,1,212405,101,9,20.0,"40,00",3,3,0,1,97,0,0,0,"2910,00",6,0,1,0,5,"2910,00",Analista de Desenvolvimento de Sistemas
2607435,K,6613400,1,212405,101,80,33.0,"44,00",6,1,0,1,97,0,0,9,"22580,65",10,0,1,0,5,"22580,65",Analista de Desenvolvimento de Sistemas
2607442,J,6202300,-1,212405,101,7,38.0,"40,00",6,1,0,1,40,0,0,0,"5620,53",6,0,1,0,5,"5620,53",Analista de Desenvolvimento de Sistemas
2607446,M,7020400,1,212405,101,9,25.0,"44,00",1,3,0,1,97,0,0,0,"3183,61",10,0,1,0,5,"3183,61",Analista de Desenvolvimento de Sistemas
2607452,J,6204000,1,212405,101,8,43.0,"40,00",1,3,0,1,97,0,0,0,"7000,00",10,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2607454,J,6202300,1,212405,101,8,20.0,"40,00",1,3,0,1,97,0,0,0,"1929,09",7,0,1,0,5,"1929,09",Analista de Desenvolvimento de Sistemas
2607455,J,6202300,1,212405,101,9,42.0,"40,00",1,1,0,1,97,0,0,0,"7985,99",5,0,1,0,5,"7985,99",Analista de Desenvolvimento de Sistemas
2607465,J,6201501,1,212405,101,9,33.0,"40,00",2,3,0,1,97,0,0,0,"2984,17",6,0,1,0,5,"2984,17",Analista de Desenvolvimento de Sistemas
2607466,K,6611803,1,212405,101,80,35.0,"40,00",1,1,0,1,97,0,0,0,"8100,00",10,0,1,0,5,"8100,00",Analista de Desenvolvimento de Sistemas
2607469,C,1621800,-1,212405,101,7,32.0,"44,00",6,1,0,1,40,0,0,0,"9986,40",9,0,1,0,5,"9986,40",Analista de Desenvolvimento de Sistemas
2607472,J,6204000,-1,212405,101,9,38.0,"44,00",3,3,0,1,40,0,0,9,"6798,83",10,0,1,0,5,"6798,83",Analista de Desenvolvimento de Sistemas
2607474,M,7490104,1,212405,101,9,24.0,"44,00",3,1,0,1,97,0,0,0,"11270,58",7,0,1,0,5,"11270,58",Analista de Desenvolvimento de Sistemas
2607475,J,6203100,1,212405,101,9,58.0,"44,00",1,3,0,1,97,0,0,9,"14500,00",10,0,1,0,5,"14500,00",Analista de Desenvolvimento de Sistemas
2607478,N,8291100,1,212405,101,8,24.0,"40,00",1,1,0,1,97,0,0,0,"4000,00",8,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2607479,J,6201501,-1,212405,101,8,23.0,"40,00",6,1,0,1,40,0,0,0,"7363,15",7,0,1,0,5,"7363,15",Analista de Desenvolvimento de Sistemas
2607480,J,6201501,1,212405,101,9,30.0,"40,00",3,1,0,1,97,0,0,0,"4500,00",10,0,1,0,5,"4500,00",Analista de Desenvolvimento de Sistemas
2607490,J,6209100,1,212405,101,8,24.0,"44,00",1,3,0,1,97,0,0,0,"6377,16",10,0,1,0,5,"6377,16",Analista de Desenvolvimento de Sistemas
2607492,J,5811500,1,212405,101,9,24.0,"42,00",1,1,0,1,97,0,0,0,"3342,00",9,0,1,0,5,"3342,00",Analista de Desenvolvimento de Sistemas
2607494,J,6204000,-1,212405,101,10,37.0,"40,00",3,1,0,1,40,0,0,0,"7300,00",9,0,1,0,5,"7300,00",Analista de Desenvolvimento de Sistemas
2607495,J,6201501,-1,212405,101,9,36.0,"40,00",3,1,0,1,31,0,0,0,"9367,95",7,0,1,0,5,"9367,95",Analista de Desenvolvimento de Sistemas
2607497,J,6204000,1,212405,101,9,52.0,"40,00",3,1,0,1,97,0,0,0,"7000,00",7,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2607500,J,6201501,-1,212405,101,10,42.0,"40,00",1,1,0,1,40,0,0,0,"17422,19",8,0,1,0,5,"17422,19",Analista de Desenvolvimento de Sistemas
2607503,J,6209100,1,212405,101,80,42.0,"44,00",1,1,0,1,97,0,0,0,"14500,00",10,0,1,0,5,"14500,00",Analista de Desenvolvimento de Sistemas
2607513,M,7311400,1,212405,101,9,27.0,"40,00",1,1,0,1,97,0,0,0,"2577,50",5,0,1,0,5,"2577,50",Analista de Desenvolvimento de Sistemas
2607514,J,6201501,1,212405,101,9,53.0,"40,00",1,1,0,1,97,0,0,0,"16000,00",10,0,1,0,5,"16000,00",Analista de Desenvolvimento de Sistemas
2607522,J,6202300,-1,212405,101,9,26.0,"44,00",1,1,0,1,31,0,0,0,"9200,00",9,0,1,0,5,"9200,00",Analista de Desenvolvimento de Sistemas
2607523,K,6619399,-1,212405,101,9,23.0,"44,00",3,1,0,1,40,0,0,0,"7262,45",10,0,1,0,5,"7262,45",Analista de Desenvolvimento de Sistemas
2607525,J,6209100,1,212405,101,9,40.0,"44,00",2,3,0,1,97,0,0,0,"4193,10",10,0,1,0,5,"4193,10",Analista de Desenvolvimento de Sistemas
2607526,J,6204000,1,212405,101,8,26.0,"40,00",3,1,0,1,97,0,0,0,"11000,00",9,0,1,0,5,"11000,00",Analista de Desenvolvimento de Sistemas
2607529,K,6422100,1,212405,101,8,27.0,"44,00",2,3,0,1,97,0,0,0,"8000,00",10,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2607535,K,6619399,1,212405,101,9,29.0,"44,00",1,1,0,1,97,0,0,0,"4000,00",5,0,1,0,5,"4000,00",Analista de Desenvolvimento de Sistemas
2607537,J,6201501,1,212405,101,9,41.0,"40,00",1,1,0,1,97,0,0,0,"13500,00",8,0,1,0,5,"13500,00",Analista de Desenvolvimento de Sistemas
2607540,J,6311900,-1,212405,101,80,50.0,"40,00",3,1,0,1,40,0,0,0,"9510,00",8,0,1,0,5,"9510,00",Analista de Desenvolvimento de Sistemas
2607541,N,8211300,1,212405,101,9,38.0,"44,00",6,1,0,1,97,0,0,0,"11740,00",10,0,1,0,5,"11740,00",Analista de Desenvolvimento de Sistemas
2607547,J,6204000,-1,212405,101,9,29.0,"44,00",1,1,0,1,40,0,0,9,"5700,00",10,0,1,0,5,"5700,00",Analista de Desenvolvimento de Sistemas
2607549,K,6619399,-1,212405,101,9,28.0,"40,00",3,1,0,1,40,0,0,0,"8000,00",10,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2607550,J,6209100,1,212405,101,9,31.0,"40,00",1,3,0,1,97,0,0,0,"3500,00",7,0,1,0,5,"3500,00",Analista de Desenvolvimento de Sistemas
2607555,N,8211300,1,212405,101,9,30.0,"40,00",1,3,0,1,97,0,0,0,"4193,09",10,0,1,0,5,"4193,09",Analista de Desenvolvimento de Sistemas
2607556,K,6619399,1,212405,101,9,25.0,"40,00",1,1,0,1,97,0,0,0,"6000,00",10,0,1,0,5,"6000,00",Analista de Desenvolvimento de Sistemas
2607558,I,5611201,-1,212405,101,9,34.0,"44,00",1,1,0,1,31,0,0,0,"2183,60",5,0,1,0,5,"2183,60",Analista de Desenvolvimento de Sistemas
2607559,K,6512000,1,212405,101,9,34.0,"40,00",3,1,0,1,97,0,0,0,"2500,00",10,0,1,0,5,"2500,00",Analista de Desenvolvimento de Sistemas
2607562,J,6204000,-1,212405,101,9,25.0,"40,00",3,1,0,1,40,0,0,0,"7000,00",9,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2607564,J,6204000,1,212405,101,8,21.0,"44,00",2,1,0,1,97,0,0,9,"6600,00",10,0,1,0,5,"6600,00",Analista de Desenvolvimento de Sistemas
2607567,J,6204000,1,212405,101,9,47.0,"44,00",3,3,0,1,97,4,0,9,"7000,00",10,0,1,0,5,"7000,00",Analista de Desenvolvimento de Sistemas
2607568,J,6203100,1,212405,101,8,36.0,"40,00",1,1,0,1,97,0,0,0,"2100,00",6,0,1,0,5,"2100,00",Analista de Desenvolvimento de Sistemas
2607570,M,7020400,-1,212405,101,9,50.0,"40,00",1,1,0,1,31,0,0,0,"15631,24",9,0,1,0,5,"15631,24",Analista de Desenvolvimento de Sistemas
2607572,K,6422100,1,212405,101,9,24.0,"33,00",3,1,0,1,97,0,0,0,"4933,33",9,0,1,0,5,"4933,33",Analista de Desenvolvimento de Sistemas
2607573,M,7020400,-1,212405,101,9,23.0,"40,00",2,1,0,1,31,0,0,0,"10720,00",8,0,1,0,5,"10720,00",Analista de Desenvolvimento de Sistemas
2607574,J,6201501,1,212405,101,80,34.0,"40,00",1,1,0,1,97,0,0,0,"17424,56",6,0,1,0,5,"17424,56",Analista de Desenvolvimento de Sistemas
2607576,K,6436100,1,212405,101,8,32.0,"44,00",3,1,0,1,97,0,0,9,"8387,10",9,0,1,0,5,"8387,10",Analista de Desenvolvimento de Sistemas
2607583,G,4651601,1,212405,101,9,54.0,"40,00",1,1,0,1,97,0,0,0,"8000,00",8,0,1,0,5,"8000,00",Analista de Desenvolvimento de Sistemas
2607586,J,6209100,1,212405,101,9,37.0,"44,00",1,1,0,1,97,0,0,0,"10963,92",10,0,1,0,5,"10963,92",Analista de Desenvolvimento de Sistemas
2607587,J,6201501,1,212405,101,9,34.0,"40,00",1,1,0,1,97,0,0,0,"13009,58",8,0,1,0,5,"13009,58",Analista de Desenvolvimento de Sistemas
2607589,J,6201501,-1,212405,101,9,39.0,"40,00",3,1,0,1,31,0,0,0,"2441,00",6,0,1,0,5,"2441,00",Analista de Desenvolvimento de Sistemas
