,secao,subclasse,saldomov,cbo2002,categoria,grau,idade,horascontratuais,racacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentacao,tipodedeficiencia,indtrabintermitente,indtrabparcial,salario,tamestabjan,indicadoraprendiz,origemdainformação,indicadordeforadoprazo,unidadesalariocodigo,valorsalariofixo,nome_ocu
2351401,J,6201501,1,212415,101,9,35.0,"40,00",1,1,0,1,97,0,0,0,"5000,00",5,0,1,0,5,"5000,00",Analista de Sistemas de Automacao
2351413,J,6204000,1,212415,101,9,34.0,"40,00",4,1,0,1,97,0,0,0,"8600,00",10,0,1,0,5,"8600,00",Analista de Sistemas de Automacao
2351418,J,6201501,-1,212415,101,8,40.0,"40,00",3,1,0,1,40,0,0,0,"5153,59",7,0,1,0,5,"5153,59",Analista de Sistemas de Automacao
2351427,G,4642701,1,212415,101,7,23.0,"44,00",6,3,0,1,97,0,0,0,"3000,00",3,0,1,0,5,"3000,00",Analista de Sistemas de Automacao
2351448,J,6201501,1,212415,101,9,31.0,"40,00",1,1,0,1,97,0,0,0,"7500,00",9,0,1,0,5,"7500,00",Analista de Sistemas de Automacao
2351452,M,7020400,1,212415,101,9,22.0,"44,00",1,3,0,1,97,0,0,0,"4850,00",2,0,1,0,5,"4850,00",Analista de Sistemas de Automacao
2351461,M,7490104,-1,212415,101,8,36.0,"44,00",1,1,0,1,40,0,0,0,"9000,00",9,0,1,0,5,"9000,00",Analista de Sistemas de Automacao
2351465,S,9511800,1,212415,101,9,40.0,"44,00",1,3,0,1,97,0,0,0,"2750,00",2,0,1,0,5,"2750,00",Analista de Sistemas de Automacao
2351476,J,6201501,-1,212415,101,8,33.0,"40,00",3,3,0,1,40,0,0,0,"5000,00",7,0,1,0,5,"5000,00",Analista de Sistemas de Automacao
2351478,J,6201501,-1,212415,101,9,23.0,"40,00",1,1,0,1,40,0,0,0,"6500,00",5,0,1,0,5,"6500,00",Analista de Sistemas de Automacao
2351486,J,6201501,1,212415,101,9,25.0,"40,00",1,1,0,1,97,0,0,0,"3830,00",9,0,1,0,5,"3830,00",Analista de Sistemas de Automacao
2351489,J,6201501,-1,212415,101,9,22.0,"40,00",3,1,0,1,31,0,0,0,"2233,16",7,0,1,0,5,"2233,16",Analista de Sistemas de Automacao
2351504,M,7020400,-1,212415,101,9,35.0,"40,00",1,1,0,1,40,0,0,0,"7052,50",10,0,1,0,5,"7052,50",Analista de Sistemas de Automacao
2351505,J,6201501,-1,212415,101,9,28.0,"40,00",1,1,0,1,31,0,0,0,"2154,14",8,0,1,0,5,"2154,14",Analista de Sistemas de Automacao
2351507,N,8211300,-1,212415,101,9,40.0,"44,00",6,1,0,1,43,0,0,0,"5000,00",6,0,1,0,5,"5000,00",Analista de Sistemas de Automacao
2351511,M,7112000,-1,212415,101,9,30.0,"44,00",6,1,0,1,40,0,0,0,"6000,00",5,0,1,0,5,"6000,00",Analista de Sistemas de Automacao
2351516,J,6202300,-1,212415,101,9,22.0,"22,00",6,1,0,1,40,0,0,0,"4086,06",3,0,1,0,5,"4086,06",Analista de Sistemas de Automacao
2351517,J,6209100,-1,212415,101,80,65.0,"40,00",1,1,0,1,40,0,0,0,"8000,00",9,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351519,N,8291100,-1,212415,101,9,38.0,"40,00",1,1,0,1,40,0,0,0,"22239,41",7,0,1,0,5,"22239,41",Analista de Sistemas de Automacao
2351537,J,6201501,1,212415,101,9,22.0,"40,00",3,1,0,1,97,0,0,0,"4681,24",7,0,1,0,5,"4681,24",Analista de Sistemas de Automacao
2351538,J,6202300,-1,212415,101,9,31.0,"40,00",6,1,0,1,40,0,0,0,"3559,15",7,0,1,0,5,"3559,15",Analista de Sistemas de Automacao
2351541,N,8211300,1,212415,101,80,32.0,"42,00",1,1,0,1,97,0,0,0,"8000,00",9,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351544,J,6201501,-1,212415,101,9,24.0,"44,00",1,3,0,1,31,0,0,0,"1675,00",5,0,1,0,5,"1675,00",Analista de Sistemas de Automacao
2351547,P,8599604,1,212415,101,8,25.0,"40,00",6,1,0,1,97,0,0,0,"1800,00",1,0,1,0,5,"1800,00",Analista de Sistemas de Automacao
2351548,J,6201501,-1,212415,101,9,31.0,"40,00",3,1,0,1,31,0,0,0,"3500,00",7,0,1,0,5,"3500,00",Analista de Sistemas de Automacao
2351551,J,6201501,-1,212415,101,9,34.0,"42,00",6,1,0,1,40,0,0,0,"5300,00",9,0,1,0,5,"5300,00",Analista de Sistemas de Automacao
2351554,C,2121101,1,212415,101,9,45.0,"40,00",1,1,0,1,97,0,0,0,"6814,00",7,0,1,0,5,"6814,00",Analista de Sistemas de Automacao
2351556,J,6201501,1,212415,101,8,23.0,"40,00",1,1,0,1,97,0,0,0,"3200,00",9,0,1,0,5,"3200,00",Analista de Sistemas de Automacao
2351558,J,6203100,1,212415,101,9,26.0,"40,00",3,1,0,1,97,0,0,0,"6000,00",4,0,1,0,5,"6000,00",Analista de Sistemas de Automacao
2351560,J,6201501,-1,212415,101,9,39.0,"40,00",1,1,0,1,40,0,0,0,"2563,50",7,0,1,0,5,"2563,50",Analista de Sistemas de Automacao
2351563,J,6203100,1,212415,101,7,34.0,"40,00",3,1,0,1,97,0,0,0,"3173,00",4,0,1,0,5,"3173,00",Analista de Sistemas de Automacao
2351573,H,4930202,-1,212415,101,8,22.0,"44,00",2,1,0,1,40,0,0,0,"1470,00",8,0,1,0,5,"1470,00",Analista de Sistemas de Automacao
2351578,M,7020400,-1,212415,101,9,46.0,"40,00",1,3,0,1,31,0,0,0,"6000,00",10,0,1,0,5,"6000,00",Analista de Sistemas de Automacao
2351584,J,6209100,1,212415,101,9,39.0,"40,00",1,1,0,1,97,0,0,0,"7000,00",9,0,1,0,5,"7000,00",Analista de Sistemas de Automacao
2351585,J,6201501,1,212415,101,8,21.0,"40,00",3,1,0,1,97,0,0,0,"6700,00",9,0,1,0,5,"6700,00",Analista de Sistemas de Automacao
2351588,G,4757100,1,212415,101,8,21.0,"44,00",6,1,0,1,97,0,0,0,"2500,00",5,0,1,0,5,"2500,00",Analista de Sistemas de Automacao
2351612,J,6201501,-1,212415,101,9,39.0,"40,00",3,1,0,1,31,0,0,0,"8379,88",7,0,1,0,5,"8379,88",Analista de Sistemas de Automacao
2351613,J,6209100,1,212415,101,10,36.0,"40,00",2,1,0,1,97,0,0,0,"14000,00",10,0,1,0,5,"14000,00",Analista de Sistemas de Automacao
2351618,J,6311900,-1,212415,101,9,33.0,"36,00",3,1,0,1,40,0,0,0,"1795,05",9,0,1,0,5,"1795,05",Analista de Sistemas de Automacao
2351621,J,6311900,1,212415,101,7,27.0,"40,00",3,1,0,1,97,0,0,0,"5000,00",6,0,1,0,5,"5000,00",Analista de Sistemas de Automacao
2351622,G,4789099,-1,212415,101,8,26.0,"44,00",1,1,0,1,40,0,0,0,"1661,00",4,0,1,0,5,"1661,00",Analista de Sistemas de Automacao
2351624,J,6201501,-1,212415,101,9,25.0,"40,00",6,3,0,1,40,0,0,0,"2600,00",5,0,1,0,5,"2600,00",Analista de Sistemas de Automacao
2351629,J,6209100,-1,212415,101,9,45.0,"40,00",1,1,0,1,31,0,0,0,"9640,79",9,0,1,0,5,"9640,79",Analista de Sistemas de Automacao
2351636,J,6201501,-1,212415,101,9,41.0,"40,00",3,1,0,1,31,0,0,0,"10556,86",7,0,1,0,5,"10556,86",Analista de Sistemas de Automacao
2351640,J,6209100,-1,212415,101,9,28.0,"40,00",1,1,0,1,31,0,0,0,"1992,50",6,0,1,0,5,"1992,50",Analista de Sistemas de Automacao
2351641,J,6209100,1,212415,101,9,22.0,"40,00",3,1,0,1,97,0,0,0,"6000,00",9,0,1,0,5,"6000,00",Analista de Sistemas de Automacao
2351652,J,6203100,-1,212415,101,80,25.0,"40,00",2,1,0,1,40,0,0,0,"10566,64",9,0,1,0,5,"10566,64",Analista de Sistemas de Automacao
2351654,N,8111700,1,212415,101,5,35.0,"40,00",6,1,0,1,97,0,0,0,"2000,00",7,0,1,0,5,"2000,00",Analista de Sistemas de Automacao
2351658,J,6201501,-1,212415,101,9,36.0,"40,00",3,3,0,1,40,0,0,0,"3600,00",9,0,1,0,5,"3600,00",Analista de Sistemas de Automacao
2351660,J,6204000,1,212415,101,9,27.0,"40,00",1,1,0,1,97,0,0,0,"10500,00",9,0,1,0,5,"10500,00",Analista de Sistemas de Automacao
2351664,J,6209100,1,212415,101,9,30.0,"40,00",1,1,0,1,97,0,0,0,"7000,00",9,0,1,0,5,"7000,00",Analista de Sistemas de Automacao
2351670,N,8220200,-1,212415,101,9,31.0,"40,00",1,1,0,1,40,0,0,0,"3299,71",10,0,1,0,5,"3299,71",Analista de Sistemas de Automacao
2351672,M,7112000,-1,212415,101,7,54.0,"30,00",3,1,0,1,40,0,0,0,"4526,55",5,0,1,0,5,"4526,55",Analista de Sistemas de Automacao
2351678,J,6209100,-1,212415,101,80,27.0,"44,00",1,3,0,1,40,0,0,0,"4500,00",3,0,1,0,5,"4500,00",Analista de Sistemas de Automacao
2351685,J,6204000,1,212415,101,7,40.0,"40,00",6,1,0,1,97,0,0,0,"4000,00",2,0,1,0,5,"4000,00",Analista de Sistemas de Automacao
2351688,M,7490104,-1,212415,101,9,41.0,"40,00",1,1,0,1,40,0,0,0,"19256,92",8,0,1,0,5,"19256,92",Analista de Sistemas de Automacao
2351693,G,4742300,-1,212415,101,8,25.0,"44,00",6,1,0,1,31,0,0,0,"6518,85",6,0,1,0,5,"6518,85",Analista de Sistemas de Automacao
2351695,J,6201501,1,212415,101,9,32.0,"40,00",1,3,0,1,97,0,0,0,"8000,00",6,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351699,J,6209100,-1,212415,101,9,35.0,"44,00",1,1,0,1,40,0,0,9,"13895,08",10,0,1,0,5,"13895,08",Analista de Sistemas de Automacao
2351701,J,6209100,-1,212415,101,9,32.0,"40,00",1,1,0,1,31,0,0,0,"11500,00",9,0,1,0,5,"11500,00",Analista de Sistemas de Automacao
2351708,J,6203100,-1,212415,101,9,31.0,"40,00",6,3,0,1,40,0,0,0,"6285,35",10,0,1,0,5,"6285,35",Analista de Sistemas de Automacao
2351720,J,6201501,1,212415,101,80,65.0,"40,00",1,1,0,1,97,0,0,0,"6019,80",7,0,1,0,5,"6019,80",Analista de Sistemas de Automacao
2351724,C,3314799,-1,212415,101,9,27.0,"44,00",6,1,0,1,40,0,0,0,"5000,00",2,0,1,0,5,"5000,00",Analista de Sistemas de Automacao
2351727,N,8299799,-1,212415,101,9,25.0,"40,00",1,1,0,1,40,0,0,0,"10000,00",9,0,1,0,5,"10000,00",Analista de Sistemas de Automacao
2351729,J,6201501,1,212415,101,9,30.0,"40,00",1,1,0,1,97,0,0,0,"10000,00",7,0,1,0,5,"10000,00",Analista de Sistemas de Automacao
2351733,J,6201501,-1,212415,101,8,20.0,"40,00",1,1,0,1,31,0,0,0,"2545,08",7,0,1,0,5,"2545,08",Analista de Sistemas de Automacao
2351736,J,6311900,-1,212415,101,9,34.0,"44,00",1,3,0,1,40,0,0,9,"3021,90",4,0,1,0,5,"3021,90",Analista de Sistemas de Automacao
2351742,J,6311900,-1,212415,101,8,33.0,"36,00",1,1,0,1,40,0,0,0,"2096,33",9,0,1,0,5,"2096,33",Analista de Sistemas de Automacao
2351747,C,2651500,1,212415,101,9,38.0,"44,00",1,1,0,1,97,0,0,0,"7000,00",6,0,1,0,5,"7000,00",Analista de Sistemas de Automacao
2351753,M,7112000,-1,212415,101,9,27.0,"44,00",1,1,0,1,40,0,0,0,"4950,00",6,0,1,0,5,"4950,00",Analista de Sistemas de Automacao
2351757,J,6204000,1,212415,101,9,48.0,"40,00",1,1,0,1,97,0,0,0,"15400,00",9,0,1,0,5,"15400,00",Analista de Sistemas de Automacao
2351758,J,6203100,-1,212415,101,9,57.0,"40,00",1,3,0,1,31,0,0,0,"7498,78",8,0,1,0,5,"7498,78",Analista de Sistemas de Automacao
2351759,J,6201501,1,212415,101,9,24.0,"40,00",3,3,0,1,97,0,0,0,"4000,00",9,0,1,0,5,"4000,00",Analista de Sistemas de Automacao
2351763,J,6201501,-1,212415,101,9,25.0,"40,00",1,1,0,1,40,0,0,0,"4075,92",7,0,1,0,5,"4075,92",Analista de Sistemas de Automacao
2351770,J,6209100,1,212415,101,8,28.0,"40,00",1,1,0,1,97,0,0,0,"5800,00",9,0,1,0,5,"5800,00",Analista de Sistemas de Automacao
2351771,J,6204000,1,212415,101,7,33.0,"40,00",3,1,0,1,97,0,0,0,"15000,00",9,0,1,0,5,"15000,00",Analista de Sistemas de Automacao
2351776,J,6201501,-1,212415,101,7,25.0,"40,00",1,1,0,1,40,0,0,0,"5500,00",7,0,1,0,5,"5500,00",Analista de Sistemas de Automacao
2351780,J,6203100,1,212415,101,9,31.0,"40,00",1,3,0,1,97,0,0,0,"4000,00",5,0,1,0,5,"4000,00",Analista de Sistemas de Automacao
2351789,J,6209100,-1,212415,101,9,22.0,"40,00",1,1,0,1,40,0,0,0,"11016,00",7,0,1,0,5,"11016,00",Analista de Sistemas de Automacao
2351795,G,4742300,1,212415,101,8,30.0,"44,00",6,1,0,1,97,0,0,0,"2500,00",6,0,1,0,5,"2500,00",Analista de Sistemas de Automacao
2351796,H,5250801,1,212415,101,7,23.0,"44,00",2,1,0,1,97,0,0,0,"1900,00",5,0,1,0,5,"1900,00",Analista de Sistemas de Automacao
2351801,J,6201501,-1,212415,101,8,19.0,"40,00",1,3,0,1,40,0,0,0,"4000,00",7,0,1,0,5,"4000,00",Analista de Sistemas de Automacao
2351812,J,6204000,-1,212415,101,9,28.0,"40,00",2,3,0,1,40,0,0,0,"5374,54",9,0,1,0,5,"5374,54",Analista de Sistemas de Automacao
2351815,J,6201501,1,212415,101,9,26.0,"40,00",1,1,0,1,97,0,0,0,"4000,00",9,0,1,0,5,"4000,00",Analista de Sistemas de Automacao
2351824,N,8220200,1,212415,101,7,21.0,"44,00",1,1,0,1,97,0,0,0,"2111,11",6,0,1,0,5,"2111,11",Analista de Sistemas de Automacao
2351825,J,6201501,-1,212415,101,9,30.0,"40,00",1,1,0,1,40,0,0,0,"3600,00",9,0,1,0,5,"3600,00",Analista de Sistemas de Automacao
2351840,S,9511800,-1,212415,101,9,30.0,"40,00",1,1,0,1,40,0,0,0,"4882,38",3,0,1,0,5,"4882,38",Analista de Sistemas de Automacao
2351845,K,6619399,-1,212415,101,9,29.0,"40,00",1,1,0,1,40,0,0,0,"13000,00",7,0,1,0,5,"13000,00",Analista de Sistemas de Automacao
2351847,J,6202300,1,212415,101,7,25.0,"40,00",6,1,0,1,97,0,0,0,"3200,00",3,0,1,0,5,"3200,00",Analista de Sistemas de Automacao
2351856,G,4742300,-1,212415,101,8,26.0,"44,00",6,1,0,1,31,0,0,0,"6670,95",6,0,1,0,5,"6670,95",Analista de Sistemas de Automacao
2351879,J,6209100,-1,212415,101,9,33.0,"40,00",1,3,0,1,31,0,0,0,"8000,00",9,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351885,N,8220200,-1,212415,101,9,44.0,"40,00",1,1,0,1,40,0,0,0,"4320,28",10,0,1,0,5,"4320,28",Analista de Sistemas de Automacao
2351887,N,7820500,1,212415,101,7,22.0,"40,00",1,1,0,1,97,0,0,0,"8000,00",10,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351888,C,3250701,-1,212415,101,7,30.0,"44,00",3,1,0,1,31,0,0,0,"3500,00",7,0,1,0,5,"3500,00",Analista de Sistemas de Automacao
2351890,M,7112000,1,212415,101,9,24.0,"40,00",3,1,0,1,97,0,0,0,"4092,00",10,0,1,0,5,"4092,00",Analista de Sistemas de Automacao
2351895,J,6201501,1,212415,101,80,31.0,"40,00",1,1,0,1,97,0,0,0,"4000,00",7,0,1,0,5,"4000,00",Analista de Sistemas de Automacao
2351897,N,7740300,1,212415,101,8,23.0,"44,00",1,3,0,1,97,0,0,0,"6000,00",8,0,1,0,5,"6000,00",Analista de Sistemas de Automacao
2351899,J,6204000,-1,212415,101,7,43.0,"44,00",1,1,0,1,31,0,0,0,"7500,00",6,0,1,0,5,"7500,00",Analista de Sistemas de Automacao
2351908,M,7020400,-1,212415,101,9,27.0,"44,00",1,1,0,1,31,0,0,9,"8000,00",7,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351909,J,6201501,-1,212415,101,7,30.0,"40,00",1,1,0,1,40,0,0,0,"2700,00",8,0,1,0,5,"2700,00",Analista de Sistemas de Automacao
2351910,J,6209100,-1,212415,101,9,41.0,"40,00",6,1,0,1,31,0,0,0,"8000,00",9,0,1,0,5,"8000,00",Analista de Sistemas de Automacao
2351913,J,6201501,-1,212415,101,9,32.0,"40,00",1,1,0,1,40,0,0,0,"3200,00",5,0,1,0,5,"3200,00",Analista de Sistemas de Automacao
2351914,J,6201501,1,212415,101,9,30.0,"40,00",1,1,0,1,97,0,0,0,"3830,00",9,0,1,0,5,"3830,00",Analista de Sistemas de Automacao
2351921,J,6202300,1,212415,101,9,23.0,"40,00",1,1,0,1,97,0,0,0,"3900,00",7,0,1,0,5,"3900,00",Analista de Sistemas de Automacao
2443871,N,8220200,-1,212420,101,9,48.0,"44,00",6,3,0,1,40,0,0,0,"1803,75",10,0,1,0,5,"1803,75",Analista de Suporte Computacional
2443885,J,6201501,-1,212420,101,9,49.0,"40,00",1,1,0,1,31,0,0,0,"6462,47",8,0,1,0,5,"6462,47",Analista de Suporte Computacional
2443886,J,6209100,-1,212420,101,9,29.0,"40,00",6,1,0,1,31,0,0,0,"8812,80",5,0,1,0,5,"8812,80",Analista de Suporte Computacional
2443889,G,4651601,1,212420,101,80,41.0,"40,00",6,1,0,1,97,0,0,0,"2500,00",6,0,1,0,5,"2500,00",Analista de Suporte Computacional
2443894,J,6209100,1,212420,101,9,26.0,"40,00",6,1,0,1,97,0,0,0,"2033,60",9,0,1,0,5,"2033,60",Analista de Suporte Computacional
2443899,J,6209100,1,212420,101,9,48.0,"44,00",1,1,0,1,97,0,0,0,"15000,00",10,0,1,0,5,"15000,00",Analista de Suporte Computacional
2443905,M,6911701,-1,212420,101,9,25.0,"40,00",3,1,0,1,40,0,0,0,"6540,00",7,0,1,0,5,"6540,00",Analista de Suporte Computacional
2443906,J,6190601,1,212420,101,7,26.0,"44,00",1,1,0,1,97,0,0,0,"1504,00",4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2443916,J,6209100,1,212420,101,9,44.0,"44,00",1,1,0,1,97,0,0,0,"2346,04",10,0,1,0,5,"2346,04",Analista de Suporte Computacional
2443925,J,6209100,1,212420,101,9,33.0,"44,00",1,1,0,1,97,0,0,9,"4500,00",2,0,1,0,5,"4500,00",Analista de Suporte Computacional
2443937,N,8211300,-1,212420,101,9,32.0,"40,00",1,1,0,1,40,0,0,0,"9665,13",10,0,1,0,5,"9665,13",Analista de Suporte Computacional
2443952,J,6209100,1,212420,101,9,27.0,"40,00",6,3,0,1,97,0,0,0,"2000,00",2,0,1,0,5,"2000,00",Analista de Suporte Computacional
2443954,J,6204000,-1,212420,101,8,26.0,"40,00",1,1,0,1,40,0,0,0,"3855,60",10,0,1,0,5,"3855,60",Analista de Suporte Computacional
2443957,J,6204000,-1,212420,101,9,24.0,"40,00",1,1,0,1,40,0,0,0,"4351,16",8,0,1,0,5,"4351,16",Analista de Suporte Computacional
2443959,N,7820500,-1,212420,101,7,22.0,"40,00",1,1,0,1,40,0,0,0,"1400,00",8,0,1,0,5,"1400,00",Analista de Suporte Computacional
2443962,J,6209100,-1,212420,101,9,37.0,"40,00",6,1,0,1,40,0,0,0,"2511,10",10,0,1,0,5,"2511,10",Analista de Suporte Computacional
2443965,J,6204000,1,212420,101,8,37.0,"40,00",1,1,0,1,97,0,0,0,"18000,00",9,0,1,0,5,"18000,00",Analista de Suporte Computacional
2443971,J,6209100,-1,212420,101,9,37.0,"40,00",1,1,0,1,40,0,0,0,"4559,25",8,0,1,0,5,"4559,25",Analista de Suporte Computacional
2443975,N,7733100,-1,212420,101,9,29.0,"40,00",6,1,0,1,31,0,0,0,"2986,82",5,0,1,0,5,"2986,82",Analista de Suporte Computacional
2443976,J,6203100,1,212420,101,9,27.0,"40,00",1,3,0,1,97,1,0,0,"6800,00",10,0,1,0,5,"6800,00",Analista de Suporte Computacional
2443980,J,6202300,-1,212420,101,7,23.0,"44,00",1,1,0,1,31,0,0,0,"1891,44",4,0,1,0,5,"1891,44",Analista de Suporte Computacional
2443981,N,7739099,-1,212420,101,7,36.0,"44,00",3,1,0,1,31,0,0,0,"3000,00",1,0,1,0,5,"3000,00",Analista de Suporte Computacional
2443982,G,4772500,1,212420,101,9,37.0,"44,00",3,1,0,1,97,0,0,0,"2600,00",5,0,1,0,5,"2600,00",Analista de Suporte Computacional
2443986,J,6201501,1,212420,105,7,19.0,"40,00",1,1,0,1,97,0,0,0,"1329,68",9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2443987,N,8111700,-1,212420,101,7,27.0,"44,00",6,1,0,1,40,0,0,0,"1800,00",4,0,1,0,5,"1800,00",Analista de Suporte Computacional
2443989,J,6204000,1,212420,101,9,51.0,"40,00",1,3,0,1,97,0,0,0,"14000,00",9,0,1,0,5,"14000,00",Analista de Suporte Computacional
2443991,Q,8610101,-1,212420,101,9,35.0,"44,00",3,3,0,1,31,0,0,0,"4048,92",5,0,1,0,5,"4048,92",Analista de Suporte Computacional
2443993,J,6204000,-1,212420,101,7,23.0,"40,00",1,1,0,1,31,0,0,0,"2500,00",6,0,1,0,5,"2500,00",Analista de Suporte Computacional
2443997,J,6311900,-1,212420,101,7,38.0,"40,00",1,1,0,1,40,0,0,0,"2093,39",2,0,1,0,5,"2093,39",Analista de Suporte Computacional
2444001,J,6204000,-1,212420,101,8,23.0,"40,00",3,1,0,1,31,0,0,0,"3843,72",6,0,1,0,5,"3843,72",Analista de Suporte Computacional
2444002,J,6311900,1,212420,101,9,31.0,"40,00",1,1,0,1,97,0,0,0,"2093,39",2,0,1,0,5,"2093,39",Analista de Suporte Computacional
2444003,J,6190601,1,212420,101,7,25.0,"44,00",1,1,0,1,97,0,0,0,"1504,00",4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444005,N,8220200,-1,212420,101,7,35.0,"40,00",6,1,0,1,40,0,0,0,"1500,00",9,0,1,0,5,"1500,00",Analista de Suporte Computacional
2444010,G,4789099,1,212420,101,7,24.0,"44,00",6,1,0,1,97,0,0,0,"1773,00",5,0,1,0,5,"1773,00",Analista de Suporte Computacional
2444011,J,6203100,1,212420,101,7,55.0,"40,00",3,1,0,1,97,0,0,0,"2100,00",6,0,1,0,5,"2100,00",Analista de Suporte Computacional
2444012,J,6190601,1,212420,101,7,44.0,"44,00",3,1,0,1,97,0,0,0,"1504,00",4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444016,J,6209100,1,212420,101,9,28.0,"44,00",3,3,0,1,97,0,0,9,"9600,00",10,0,1,0,5,"9600,00",Analista de Suporte Computacional
2444018,G,4751201,1,212420,101,8,63.0,"44,00",1,1,0,1,97,0,0,0,"15000,00",10,0,1,0,5,"15000,00",Analista de Suporte Computacional
2444020,Q,8610101,1,212420,101,80,31.0,"45,00",1,1,0,1,97,0,0,0,"7286,25",6,0,1,0,5,"7286,25",Analista de Suporte Computacional
2444025,J,6190601,1,212420,101,7,45.0,"44,00",1,1,0,1,97,0,0,0,"1504,00",4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444035,J,6204000,1,212420,101,9,32.0,"40,00",1,1,0,1,97,0,0,0,"21000,00",9,0,1,0,5,"21000,00",Analista de Suporte Computacional
2444036,J,6311900,1,212420,101,9,20.0,"40,00",3,1,0,1,97,0,0,0,"2400,00",9,0,1,0,5,"2400,00",Analista de Suporte Computacional
2444048,J,6203100,-1,212420,101,9,32.0,"40,00",3,3,0,1,31,0,0,0,"2380,43",8,0,1,0,5,"2380,43",Analista de Suporte Computacional
2444049,J,6202300,-1,212420,101,7,18.0,"40,00",1,1,0,1,40,0,0,0,"2067,56",5,0,1,0,5,"2067,56",Analista de Suporte Computacional
2444050,N,8299799,1,212420,101,9,39.0,"40,00",1,3,0,1,97,0,0,0,"5000,00",6,0,1,0,5,"5000,00",Analista de Suporte Computacional
2444054,J,6201501,1,212420,105,7,26.0,"40,00",1,3,0,1,97,0,0,0,"1329,68",9,0,1,0,5,"1329,68",Analista de Suporte Computacional
2444057,J,6209100,-1,212420,101,9,26.0,"40,00",1,1,0,1,40,0,0,0,"2200,00",2,0,1,0,5,"2200,00",Analista de Suporte Computacional
2444058,J,6204000,1,212420,101,9,33.0,"44,00",1,1,0,1,97,0,0,9,"6500,00",10,0,1,0,5,"6500,00",Analista de Suporte Computacional
2444062,G,4789004,1,212420,101,9,29.0,"44,00",3,1,0,1,97,0,0,0,"3200,00",8,0,1,0,5,"3200,00",Analista de Suporte Computacional
2444073,J,6209100,-1,212420,101,7,21.0,"44,00",6,1,0,1,43,0,0,0,"1400,00",3,0,1,0,5,"1400,00",Analista de Suporte Computacional
2444074,G,4651601,-1,212420,101,9,39.0,"40,00",1,1,0,1,31,0,0,0,"3134,00",6,0,1,0,5,"3134,00",Analista de Suporte Computacional
2444079,J,6203100,-1,212420,101,9,49.0,"44,00",1,3,0,1,31,0,0,9,"4848,00",5,0,1,0,5,"4848,00",Analista de Suporte Computacional
2444089,J,6202300,-1,212420,101,9,55.0,"40,00",1,1,0,1,60,0,0,0,"18178,56",6,0,1,0,5,"18178,56",Analista de Suporte Computacional
2444091,S,9511800,1,212420,101,8,41.0,"36,00",3,3,0,1,97,0,0,0,"1920,89",9,0,1,0,5,"1920,89",Analista de Suporte Computacional
2444099,K,6512000,-1,212420,101,9,39.0,"40,00",1,1,0,1,40,0,0,0,"12990,40",10,0,1,0,5,"12990,40",Analista de Suporte Computacional
2444101,N,7820500,-1,212420,101,9,30.0,"44,00",3,1,0,1,40,0,0,9,"7500,00",9,0,1,0,5,"7500,00",Analista de Suporte Computacional
2444103,J,6311900,-1,212420,101,9,42.0,"44,00",1,1,0,1,31,0,0,0,"8779,99",8,0,1,0,5,"8779,99",Analista de Suporte Computacional
2444107,J,6202300,1,212420,101,9,25.0,"40,00",1,1,0,1,97,0,0,0,"3245,31",7,0,1,0,5,"3245,31",Analista de Suporte Computacional
2444109,M,7020400,1,212420,101,8,22.0,"40,00",5,3,0,1,97,0,0,0,"3500,00",2,0,1,0,5,"3500,00",Analista de Suporte Computacional
2444113,J,6209100,1,212420,101,8,33.0,"40,00",1,1,0,1,97,0,0,0,"2891,70",7,0,1,0,5,"2891,70",Analista de Suporte Computacional
2444115,G,4649401,1,212420,101,9,25.0,"44,00",1,1,0,1,97,0,0,0,"4400,00",7,0,1,0,5,"4400,00",Analista de Suporte Computacional
2444117,J,6209100,-1,212420,101,9,38.0,"44,00",3,1,0,1,40,0,0,0,"13250,88",10,0,1,0,5,"13250,88",Analista de Suporte Computacional
2444122,G,4651601,1,212420,101,8,23.0,"40,00",3,1,0,1,97,0,0,0,"3134,00",6,0,1,0,5,"3134,00",Analista de Suporte Computacional
2444124,K,6512000,-1,212420,101,9,31.0,"44,00",1,1,0,1,40,0,0,0,"3565,46",8,0,1,0,5,"3565,46",Analista de Suporte Computacional
2444127,J,6209100,-1,212420,101,8,24.0,"40,00",1,1,0,1,31,0,0,0,"7000,00",8,0,1,0,5,"7000,00",Analista de Suporte Computacional
2444128,J,6190601,1,212420,101,7,42.0,"44,00",2,1,0,1,97,0,0,0,"1504,00",4,0,1,0,5,"1504,00",Analista de Suporte Computacional
2444131,S,9511800,-1,212420,101,9,52.0,"44,00",2,1,0,1,31,0,0,0,"5355,00",6,0,1,0,5,"5355,00",Analista de Suporte Computacional
